delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
0.8971625;0.6538573;0.24719444;0.30944228;0.3933598;0.50911653;0.16985033;0.17071094;0.31164336;0.1513056;1.0059453;0.9019627;0.4606097;0.29855514;0.4196768;0.9285709;0.52512074;0.17304863;0.50956815;0.5908282;0.5880829;0.7781074;0.14621514;0.3927313;0.38005343;0.93912864;0.59517306;0.35199064;0.24800178;0.25251245;1.465348;1.8545365;1.7590655;0.90125906;0.76870704;0.8999785;0.57879215;0.48554415;0.30355272;0.29088327;8.839304;3.5573695;1.1602526;0.5032388;0.585722;0.41942602;0.33571565;0.15139364;0.27008426;0.1270112;3.3813305;1.0045089;0.25975016;0.30000022;0.21332145;0.8827571;0.4236034;0.15848239;0.27907217;0.1447878;4.1786757;1.8143274;0.40147653;0.37744936;0.44259343;0.5912513;0.41730618;0.260979;0.3330959;0.1778186;37.84855;38.39886;8.409779;3.274096;5.1447697;1142.6111;1271.9061;71.287865;715.8549;20173.73;0
0.8686944;0.6569523;0.23901108;0.31609273;0.40343297;0.49319625;0.17234653;0.16567403;0.31701025;0.15015228;0.97112465;0.888697;0.46853688;0.3022828;0.4304831;0.89182186;0.5112814;0.18401891;0.5242229;0.61294883;0.5335261;0.7716124;0.15675041;0.3932354;0.37864158;0.9145367;0.59825385;0.34924966;0.2552693;0.2525303;1.4682405;1.7680196;1.6310861;0.8810577;0.80164236;0.8788469;0.5822316;0.48427072;0.3083502;0.29380408;8.793305;3.648358;1.1567637;0.5085555;0.59389347;0.40410075;0.32060283;0.14893228;0.274953;0.12746319;3.3739536;1.0257804;0.25802743;0.3031923;0.21834998;0.8653497;0.42576647;0.14975943;0.2819346;0.14486754;4.1860228;1.8269805;0.40072668;0.38097462;0.42854416;0.5711541;0.41054612;0.26529598;0.33486947;0.17730814;37.741337;38.61961;8.160457;3.2976656;5.433638;1040.7463;1146.6766;64.66741;641.94476;18829.271;0
0.8341631;0.65787476;0.23193337;0.32394913;0.4134928;0.4754272;0.176;0.16162036;0.32185602;0.14889407;0.9304756;0.870914;0.4751998;0.3076188;0.44109967;0.8517592;0.49823788;0.19765157;0.5392444;0.6349827;0.48449433;0.7661931;0.16977465;0.39435855;0.37639868;0.8830838;0.59711206;0.34640002;0.26294157;0.2523038;1.4601228;1.6814195;1.5066366;0.85899353;0.8340137;0.85070723;0.58175874;0.48201597;0.31373927;0.29683244;8.659269;3.7068784;1.1441786;0.5130812;0.60242844;0.39039364;0.30877373;0.14760157;0.2799887;0.12761132;3.3333821;1.0381163;0.2554324;0.30636808;0.22327252;0.8409915;0.42849004;0.1424006;0.28464553;0.14455831;4.1594934;1.8236115;0.39840105;0.38364124;0.41433832;0.5476925;0.40249124;0.27021185;0.33644554;0.17673811;37.34296;38.511276;7.853178;3.3022237;5.728463;935.6973;1018.9942;57.976467;574.65735;17371.62;0
0.79601747;0.6575362;0.22561727;0.33298254;0.42329633;0.45541885;0.18104152;0.15830582;0.3261343;0.14755511;0.88595825;0.84770304;0.48171017;0.3142021;0.45131746;0.8090139;0.48556447;0.21359862;0.5542204;0.65639955;0.44115424;0.76210654;0.18518183;0.39540198;0.3732208;0.84723663;0.5909122;0.34312412;0.27116188;0.2517132;1.4418129;1.6021495;1.3875105;0.83528775;0.8652599;0.81776214;0.57675415;0.47847456;0.31947657;0.30044448;8.4438305;3.731477;1.1231829;0.51660085;0.6112996;0.37798902;0.2996934;0.14780289;0.2854082;0.12740101;3.261051;1.040437;0.2518746;0.30946112;0.22804269;0.8106747;0.43297872;0.1366784;0.28713638;0.1438891;4.1002584;1.8044897;0.39462274;0.38577625;0.40069494;0.52223927;0.3927024;0.27566418;0.33747432;0.17604037;36.655846;38.07718;7.5007467;3.2919748;6.0249033;825.23956;888.3366;51.865826;514.31104;15846.466;0
0.7545344;0.65520334;0.22042403;0.34294876;0.43265492;0.43401685;0.18735299;0.15652534;0.3297449;0.14599313;0.8371452;0.81930864;0.49339753;0.3222875;0.4609059;0.7663323;0.47471;0.23193859;0.56924134;0.6766819;0.40373194;0.75977373;0.20431234;0.396831;0.36919165;0.807088;0.5806643;0.34024093;0.27969778;0.25099537;1.4126997;1.5258303;1.2735586;0.81070215;0.89466137;0.7799244;0.5679947;0.47422916;0.32565114;0.304442;8.150696;3.7208672;1.0939283;0.5190924;0.619957;0.36604875;0.29343796;0.14925598;0.29103327;0.12692842;3.1585665;1.0329722;0.24744385;0.31261832;0.23253784;0.7754688;0.4398327;0.13255078;0.2892449;0.14285043;4.0053005;1.7687227;0.38991886;0.38743183;0.38748205;0.49471587;0.38238847;0.28176975;0.33803606;0.17532018;35.635128;37.322315;7.11627;3.2705715;6.318213;716.71875;761.6878;45.29094;460.8362;14297.409;0
0.7109205;0.651139;0.21594249;0.35414085;0.4414644;0.41172338;0.19520475;0.15602215;0.33275396;0.14433089;0.78532636;0.7894149;0.50913996;0.33178428;0.46978152;0.7234074;0.4655028;0.25235584;0.58447176;0.69527763;0.37109116;0.758779;0.2276789;0.3982605;0.36419857;0.76358557;0.5661423;0.3377256;0.28881723;0.25018138;1.3745067;1.4499389;1.1668938;0.7860875;0.92140174;0.73836416;0.55499667;0.46921295;0.3321338;0.30842826;7.7841716;3.6783464;1.0573311;0.5198605;0.6289826;0.35397196;0.28990704;0.15170239;0.2969693;0.1261807;3.0277767;1.0158787;0.24222842;0.3159072;0.2367847;0.73571396;0.44794482;0.1298742;0.29117092;0.14146014;3.8745322;1.718541;0.3837477;0.38886306;0.37486413;0.46575272;0.3713318;0.28817648;0.33823007;0.17456356;34.312805;36.307278;6.7029433;3.2367146;6.6009107;616.6654;643.70306;39.48534;413.6506;12760.293;0
0.6671293;0.6450283;0.21138833;0.3662682;0.4496153;0.38913774;0.20511451;0.15669584;0.33545628;0.14252898;0.73228776;0.75878924;0.52631766;0.3426533;0.47780326;0.6799747;0.45648772;0.27508417;0.600264;0.71188974;0.34217066;0.7582509;0.25440422;0.4003728;0.35808638;0.7186496;0.54748946;0.33505708;0.29819256;0.24918383;1.3282456;1.3718252;1.0681664;0.7630261;0.94499785;0.69482136;0.54032433;0.46313938;0.3390085;0.3123045;7.354147;3.6094863;1.0134411;0.5206799;0.6375319;0.34145188;0.28879967;0.15525225;0.3031001;0.1252984;2.871342;0.99069744;0.23668092;0.31939548;0.24064441;0.6923275;0.4567747;0.12932326;0.2931317;0.13979508;3.7127438;1.6536382;0.37692267;0.39036363;0.362668;0.43669084;0.35852996;0.2942923;0.33827487;0.17386787;32.73091;35.0168;6.2774324;3.1943932;6.868247;525.3864;537.08545;34.024113;372.1263;11270.067;0
0.6217112;0.6373506;0.20713234;0.37945718;0.45700634;0.36629048;0.2167918;0.15815288;0.3380995;0.14063142;0.67737305;0.7262652;0.5442251;0.35460898;0.4849012;0.6375207;0.44700003;0.30004677;0.6165888;0.7260214;0.3167916;0.75954735;0.28413385;0.402866;0.3510804;0.67295694;0.5251482;0.3339325;0.30785164;0.24796359;1.2757695;1.2931416;0.97489977;0.74241793;0.96467406;0.64939237;0.5259123;0.45654637;0.345977;0.3160695;6.8681326;3.513635;0.9635288;0.5228008;0.6457996;0.32834426;0.28876865;0.15998934;0.30967858;0.1244361;2.6923287;0.9580921;0.23076123;0.3232953;0.24403237;0.6457697;0.4673536;0.13065125;0.29521298;0.1378322;3.5222726;1.5754024;0.3698475;0.39255083;0.35098797;0.4069299;0.34442627;0.30019423;0.3382344;0.17311564;30.915823;33.465134;5.845295;3.144872;7.112974;443.56424;445.64993;28.55703;335.4102;9856.214;0
0.5770406;0.628326;0.2032993;0.39388716;0.46333545;0.34367722;0.23041113;0.16013157;0.34113184;0.13853571;0.62228024;0.6918942;0.5626676;0.36749366;0.4908236;0.5981483;0.4376356;0.32672417;0.6329457;0.73699766;0.2941364;0.7630781;0.31673476;0.40577096;0.3429046;0.62794787;0.4998387;0.33452237;0.31770885;0.24646151;1.2156587;1.2073251;0.8846677;0.72349244;0.97977805;0.60385907;0.5094397;0.4516098;0.3530846;0.3194701;6.336707;3.3953156;0.90925914;0.5257709;0.6535023;0.31469885;0.28991336;0.16523655;0.31677535;0.123575054;2.4941065;0.91908675;0.22478594;0.32806182;0.24690753;0.59758794;0.48084792;0.13358453;0.29771173;0.13589709;3.3060079;1.4866682;0.36305156;0.3957943;0.33955923;0.37745896;0.3292372;0.30588925;0.33840153;0.17240484;28.866844;31.75328;5.4114223;3.0972407;7.3303514;370.4739;362.5633;24.705109;302.77454;8550.455;0
0.5346092;0.61917156;0.19984025;0.40919918;0.46837842;0.32165506;0.24612251;0.16359466;0.3444135;0.1362719;0.56814957;0.65674734;0.5813646;0.38105825;0.49558783;0.5623424;0.42771673;0.35467228;0.6493435;0.744307;0.2732955;0.7681266;0.3520546;0.4088523;0.33378074;0.5840306;0.4775579;0.33634844;0.3277508;0.2442816;1.1536102;1.1243286;0.80116874;0.7091249;0.9902196;0.5587613;0.49083912;0.44921747;0.359928;0.32209006;5.7765465;3.2592158;0.8533893;0.5290268;0.66045845;0.30137977;0.29182354;0.1711203;0.32438517;0.12258965;2.2827392;0.8744211;0.21918538;0.33377436;0.24913089;0.5482156;0.4991944;0.13781597;0.30066058;0.1339795;3.0676308;1.3897431;0.35719016;0.40039274;0.32886893;0.3487048;0.31352505;0.31123915;0.33894092;0.17149453;26.64894;29.904617;5.0203786;3.0476825;7.514825;306.65448;293.82864;21.040564;273.01404;7377.5757;0
0.4937594;0.6117312;0.19667041;0.42525023;0.47192302;0.3005296;0.26368338;0.16820194;0.34810373;0.13392608;0.51491386;0.6221542;0.60005367;0.39537388;0.49883536;0.5281164;0.4183398;0.38396454;0.66636944;0.74771005;0.25437233;0.7748416;0.3892995;0.41246644;0.32390797;0.5406915;0.45545238;0.3387141;0.33806962;0.2418279;1.0907922;1.0452005;0.7253947;0.69847673;0.9952612;0.51376235;0.47124743;0.44720638;0.36681685;0.324067;5.195752;3.1142168;0.7993834;0.532694;0.66647995;0.28790954;0.29496792;0.17807287;0.33258826;0.12156033;2.0614798;0.82717294;0.21463019;0.34052056;0.25066277;0.49729365;0.521845;0.1430916;0.30423993;0.13211924;2.8121352;1.2884583;0.35291588;0.4062831;0.31903362;0.31999367;0.29851103;0.31626838;0.34010231;0.1705903;24.303747;27.965765;4.66462;3.0000613;7.6610456;252.70923;238.26137;17.936295;245.71027;6348.363;0
0.45416766;0.6059228;0.19382565;0.44212443;0.47405007;0.28051317;0.28279036;0.17333756;0.35212025;0.13151026;0.46103653;0.5894054;0.6180787;0.41009545;0.5007465;0.4937543;0.40995687;0.41416585;0.683592;0.7469493;0.23670557;0.7825558;0.4280533;0.41632426;0.31360012;0.49727386;0.43275434;0.34134763;0.34825772;0.23917463;1.0295857;0.9733136;0.65810835;0.691;0.9948512;0.46810636;0.4510898;0.44515443;0.37329918;0.32527807;4.5991535;2.9714432;0.745832;0.536135;0.67146707;0.27453986;0.29891738;0.1859172;0.34127444;0.120510794;1.8342986;0.7798486;0.210315;0.34784937;0.25138438;0.4442613;0.5472852;0.14907049;0.3079861;0.13023044;2.5461884;1.185801;0.34995037;0.41287553;0.31006542;0.2910977;0.28470108;0.3208745;0.34144193;0.16971071;21.875992;25.989544;4.3397565;2.9533753;7.7649918;203.29176;191.92139;15.576274;220.68364;5461.894;0
0.41935903;0.60128707;0.19079937;0.45965716;0.47482586;0.2613899;0.30344993;0.17874119;0.3565485;0.12904438;0.41191605;0.5591592;0.6355965;0.42536622;0.50147206;0.4593349;0.402262;0.44464618;0.701238;0.74197763;0.22031958;0.79087573;0.4680121;0.4204236;0.3029323;0.45548302;0.40929025;0.34364614;0.3585896;0.23617245;0.97035754;0.9102768;0.59841454;0.68575084;0.9890023;0.42420012;0.43027392;0.44234097;0.37963268;0.32549545;4.0064983;2.8407555;0.6941347;0.5402061;0.6748788;0.2615953;0.3035456;0.19493258;0.35042974;0.11946581;1.6037518;0.73399574;0.20744243;0.35558113;0.25123397;0.39281595;0.5744041;0.15571763;0.31216604;0.12839766;2.2743042;1.0859177;0.34789312;0.42010432;0.30215576;0.2635673;0.27158818;0.3247469;0.34323725;0.16895175;19.429981;24.008904;4.041647;2.9099994;7.8236184;162.84296;149.38853;12.673741;197.78154;4691.187;0
0.38873684;0.597693;0.18763916;0.47773278;0.47438428;0.24317351;0.3253426;0.1841504;0.36149272;0.12665255;0.36894912;0.5338221;0.65201724;0.4412069;0.50108016;0.425453;0.39537773;0.47489604;0.71902275;0.7332239;0.2049268;0.79944;0.5082238;0.42486432;0.2920557;0.4154318;0.38580462;0.34549385;0.3689033;0.23309493;0.9142678;0.85675526;0.54608905;0.6823647;0.97816;0.3828228;0.410044;0.4385885;0.3857099;0.32491738;3.4394412;2.710313;0.64556664;0.5444319;0.67734355;0.24882191;0.3086241;0.20473553;0.36024818;0.11852517;1.3793579;0.687418;0.2053471;0.3636083;0.25058427;0.34391207;0.6019616;0.1627186;0.31683084;0.12675065;2.003366;0.9931879;0.34657094;0.42809874;0.295538;0.23758686;0.259338;0.3281967;0.34562454;0.16844533;17.00792;22.091183;3.768775;2.8729262;7.8371;130.49225;120.21404;10.725769;177.75279;4003.5244;0
0.3615948;0.59516305;0.18434308;0.49622056;0.4726552;0.2254146;0.34810957;0.18943164;0.3668157;0.12460205;0.3301208;0.51540756;0.6668424;0.45741448;0.49926242;0.3922246;0.3891785;0.5042375;0.73674184;0.72125816;0.19045742;0.80794704;0.54804456;0.42930293;0.28113958;0.3771425;0.36308968;0.34676525;0.3790968;0.22998837;0.86103284;0.8108543;0.5009116;0.68058085;0.96284145;0.34412202;0.39090753;0.43388987;0.39151108;0.32346267;2.9150112;2.5799267;0.59770685;0.54921764;0.6831956;0.2360936;0.3139879;0.2150975;0.3705282;0.11780911;1.1688635;0.64159757;0.20372553;0.37225458;0.24936819;0.29753926;0.6296122;0.16977887;0.3220056;0.12524144;1.737169;0.9099463;0.3459074;0.4362803;0.29039875;0.2132587;0.24836725;0.33102238;0.34891087;0.16818464;14.663351;20.272202;3.5228596;2.8386097;7.811082;100.5311;96.06195;9.023818;159.46637;3391.412;0
0.33740625;0.5934304;0.18092552;0.51485103;0.47019514;0.20814359;0.37125394;0.19459607;0.3722491;0.1230093;0.2945051;0.50413483;0.67965025;0.47387126;0.49630243;0.3600946;0.38412267;0.5319649;0.75425434;0.7067473;0.17739198;0.8157685;0.5864786;0.4336457;0.2705045;0.3408503;0.34184358;0.3473965;0.38906765;0.22692606;0.8095281;0.77106947;0.45880586;0.6799072;0.94479513;0.3082034;0.37335643;0.42824888;0.3969086;0.3211874;2.44069;2.451545;0.55163693;0.5544086;0.6908865;0.22309174;0.31938434;0.22580852;0.38084915;0.117355086;0.97479695;0.5988676;0.20236003;0.38103783;0.24772643;0.25425565;0.6564842;0.17664936;0.32748592;0.124087125;1.4802412;0.83327246;0.34568217;0.44501433;0.28703684;0.19086349;0.23903477;0.33335885;0.35271168;0.16803445;12.508665;18.48544;3.2913487;2.8120182;7.7536855;75.92937;76.27109;7.992371;142.6113;2863.235;0
0.31616962;0.5926555;0.1771842;0.53354836;0.46734685;0.19201596;0.39471307;0.19950306;0.37804887;0.12179911;0.26203433;0.49898174;0.6891765;0.48981217;0.49275333;0.32928345;0.3791379;0.55725884;0.7714756;0.691073;0.1651488;0.82255316;0.62248534;0.4383646;0.2606947;0.3071933;0.32150862;0.34648284;0.3987322;0.22398373;0.76318884;0.73735005;0.4224826;0.68043995;0.9265462;0.27559587;0.35668477;0.42059907;0.40177143;0.3183997;2.0334275;2.3241487;0.50862586;0.55911744;0.69875056;0.21030906;0.32478464;0.2365542;0.39119795;0.117159195;0.80191296;0.5585381;0.2015234;0.38976017;0.24570723;0.21512696;0.68150747;0.18347092;0.33323115;0.12327028;1.242562;0.76505685;0.34545198;0.453419;0.28556544;0.17027806;0.23132692;0.33428612;0.35695016;0.1681285;10.57279;16.77579;3.0710404;2.7878625;7.680976;57.78321;62.074146;7.044791;126.87043;2409.7046;0
0.29704422;0.59395516;0.17281808;0.55208766;0.46444553;0.1768466;0.41770822;0.20392475;0.38390058;0.12096421;0.23284303;0.49807912;0.6955189;0.505496;0.48906678;0.2997783;0.3748625;0.57965106;0.7876163;0.6764627;0.15323307;0.82806957;0.6551986;0.44274193;0.2530066;0.27596405;0.30344275;0.34464702;0.40747938;0.22138132;0.72109056;0.7088646;0.39172375;0.68148303;0.91011065;0.24628043;0.34187922;0.41174185;0.40592912;0.31547585;1.6853719;2.2038536;0.46913627;0.56370574;0.7062276;0.19796097;0.32945243;0.24692863;0.40115374;0.11723922;0.6486839;0.52301157;0.20090264;0.39827305;0.2435796;0.18122919;0.7045375;0.18982953;0.3387905;0.12279969;1.0264022;0.7061203;0.34536624;0.46155405;0.28560102;0.1515258;0.22650579;0.33502072;0.3612224;0.16839525;8.815943;15.510248;2.8557467;2.7657135;7.59662;44.282593;51.405945;6.2401586;112.20719;2027.7073;0
0.27957588;0.59682375;0.16833967;0.5705885;0.46202934;0.16242003;0.4399139;0.20759532;0.38961345;0.12052853;0.20892817;0.50012255;0.69810647;0.5207861;0.48586938;0.2716011;0.37194857;0.5983364;0.80237806;0.66474277;0.14228752;0.83187616;0.68325925;0.44752803;0.24700409;0.2471503;0.28802615;0.34207126;0.41578668;0.21928507;0.6813036;0.6822383;0.3630893;0.6816575;0.89649904;0.21975563;0.32944247;0.4021098;0.4096991;0.3126585;1.4104844;2.0899665;0.43306595;0.5685071;0.7131613;0.18587196;0.33341405;0.25672752;0.4107298;0.11769016;0.51706886;0.49161506;0.20014581;0.40632313;0.24176809;0.1521165;0.7250625;0.19550525;0.34463143;0.12286126;0.83588254;0.65475553;0.34474725;0.4693495;0.28701136;0.13488272;0.22481112;0.3353619;0.3657723;0.1688632;7.3311043;14.411683;2.6567228;2.7447762;7.510954;34.626892;43.068462;5.5718055;98.583954;1705.7062;0
0.26324978;0.60114765;0.16383621;0.5888068;0.46060255;0.14839244;0.46101445;0.21031585;0.39505017;0.12051177;0.18922004;0.50453657;0.6965114;0.5351444;0.48386088;0.24589449;0.37306046;0.61280274;0.81567556;0.65640855;0.13268572;0.8338383;0.7055698;0.45170012;0.24207596;0.22233623;0.2762304;0.33860213;0.42325386;0.21779749;0.64487123;0.6603797;0.33888143;0.6818745;0.8862587;0.19614375;0.32255584;0.3918133;0.41308653;0.31035835;1.1900291;1.9845514;0.39995933;0.572927;0.7194993;0.17426562;0.33912206;0.26567104;0.41965654;0.11854579;0.41140082;0.46543753;0.1989746;0.41368616;0.24053343;0.12828355;0.7426173;0.20024073;0.35039374;0.12340734;0.6714637;0.6126639;0.3430869;0.47631255;0.289731;0.12046785;0.2262171;0.33521056;0.37059164;0.16977865;6.075305;13.453784;2.4666257;2.7230017;7.435196;27.391815;36.636917;4.9820223;85.93984;1432.6261;0
0.24775513;0.6069626;0.15920128;0.6060468;0.46036017;0.1350888;0.48055795;0.21256173;0.3998712;0.12087208;0.1718104;0.5115001;0.69097173;0.54861337;0.48314217;0.2216563;0.37630022;0.62251985;0.82663614;0.65116376;0.12360387;0.8335802;0.7214661;0.45456183;0.2380157;0.20199037;0.2706973;0.33449507;0.43023273;0.21687678;0.6108678;0.64301056;0.3178586;0.68131423;0.87946326;0.17531857;0.32551655;0.38147426;0.4161248;0.3086431;1.0165417;1.8865376;0.37056324;0.57718086;0.7251979;0.16288298;0.3457001;0.27346024;0.4275652;0.119759224;0.32821262;0.44382638;0.19764595;0.42032495;0.24002315;0.10778232;0.75706464;0.20383291;0.35585952;0.12442773;0.5410769;0.57692754;0.3409838;0.48245332;0.29359087;0.1080768;0.23032011;0.33477765;0.37537637;0.17129196;5.07338;12.602072;2.2934315;2.7004845;7.3762126;21.76063;31.476894;4.514046;74.22388;1200.419;0
0.23257512;0.6134127;0.1551841;0.62211406;0.46138698;0.12254451;0.49802312;0.2142605;0.40425014;0.121700175;0.1553065;0.52008164;0.67940336;0.5610005;0.48385543;0.19930325;0.3801874;0.6268519;0.83497816;0.6487478;0.11494249;0.83089733;0.7305872;0.4560816;0.23489468;0.18367368;0.26884273;0.32857907;0.4373085;0.21647747;0.5793602;0.6284187;0.29840928;0.67955315;0.8758651;0.15730605;0.33068708;0.369653;0.4186855;0.30773127;0.8604409;1.7912832;0.33738738;0.57949716;0.7302185;0.15188257;0.35180214;0.2800723;0.43466195;0.121337846;0.2710755;0.42492357;0.19498739;0.4251516;0.24020168;0.08953272;0.7674054;0.2065121;0.36164254;0.1259643;0.44240004;0.5429268;0.33670795;0.4877226;0.29852661;0.09769579;0.23642863;0.33306876;0.38052863;0.17326471;4.303907;11.803633;2.114805;2.669928;7.338866;17.279387;27.083519;4.066886;63.494984;1002.8739;0
0.21831186;0.62078154;0.15132484;0.6366104;0.46372616;0.11062315;0.5125986;0.21537976;0.40800753;0.12283541;0.14101705;0.52974087;0.6635679;0.5722603;0.48601937;0.18007685;0.38365522;0.62510383;0.84044915;0.6488241;0.10679375;0.82512593;0.7321502;0.45614693;0.23242025;0.16732621;0.26867265;0.32141286;0.44328314;0.2166474;0.54870206;0.617603;0.2805573;0.6768036;0.87512153;0.14183745;0.33703426;0.3572345;0.4200695;0.3080557;0.73878735;1.6956887;0.3112541;0.582447;0.73526216;0.14134748;0.35701135;0.28512806;0.44094497;0.12324993;0.23025848;0.40608802;0.19195825;0.4296293;0.24093981;0.07494752;0.77203554;0.2084318;0.36740363;0.12793045;0.37397945;0.51356643;0.33144757;0.49242753;0.30449685;0.089082934;0.24391171;0.33019483;0.38583088;0.17581117;3.7054021;11.102487;1.9466546;2.6399279;7.3248043;13.964505;23.568556;3.6810143;53.753265;835.17145;0
0.20517576;0.62862235;0.14785111;0.64928454;0.46719995;0.09924087;0.5252447;0.2157452;0.41091302;0.12422263;0.12860784;0.5410141;0.6437338;0.58226746;0.48947543;0.1638668;0.38747847;0.6184625;0.8427048;0.6511899;0.09894003;0.8165712;0.72594887;0.45434612;0.23056512;0.15247642;0.27012557;0.31314832;0.4481098;0.21736757;0.5175279;0.6073801;0.2655654;0.67231923;0.8768713;0.12818508;0.34453687;0.34426582;0.420533;0.309332;0.65126383;1.6087198;0.2887722;0.5842687;0.7404809;0.13154793;0.36099792;0.28875786;0.4461285;0.12538153;0.20150289;0.39242595;0.18890616;0.43352017;0.24241754;0.06370223;0.7723061;0.20940363;0.3725481;0.13021836;0.32351956;0.4886983;0.3257945;0.4958918;0.311408;0.08157741;0.25271046;0.32618967;0.39060432;0.17880785;3.2165375;10.476033;1.788066;2.6086679;7.332444;11.63491;20.773535;3.32375;45.02622;692.90497;0
0.19281638;0.6370597;0.14420988;0.65957654;0.4715567;0.08871041;0.5403074;0.21523124;0.41256818;0.12589389;0.11732413;0.55244553;0.6205712;0.5905784;0.49395287;0.14952749;0.39142522;0.606574;0.8413129;0.6557295;0.09146594;0.8046243;0.7118434;0.45058507;0.22927502;0.1385077;0.27228734;0.3040346;0.45162752;0.21849903;0.4861992;0.5987995;0.25305006;0.6655939;0.8812019;0.11587497;0.35243553;0.33101267;0.41994005;0.31147376;0.5865383;1.5275949;0.2685085;0.5849335;0.74620056;0.12230724;0.3637;0.29088858;0.44948635;0.12762184;0.1803887;0.38237867;0.18568286;0.43644625;0.2444687;0.053770117;0.7679643;0.20962264;0.37698406;0.13269292;0.28218818;0.46594128;0.31898138;0.49760148;0.3189981;0.07514751;0.26214594;0.3213589;0.39461333;0.18206282;2.8505917;9.894697;1.6349691;2.5723972;7.3602295;9.933932;18.46333;3.019916;37.3512;572.99554;0
0.18146633;0.6455354;0.14124948;0.6676861;0.47652858;0.07914561;0.55400896;0.21372686;0.41321847;0.1276816;0.10762499;0.56454134;0.593785;0.59716415;0.49921808;0.1362229;0.39507315;0.58952737;0.8364523;0.66209984;0.08438613;0.7902936;0.6907143;0.44486004;0.2285484;0.12546393;0.2752854;0.29349974;0.4539617;0.22000483;0.45548433;0.59371334;0.24154124;0.65683365;0.8874017;0.10474477;0.3608354;0.31688154;0.41815698;0.31417352;0.5382355;1.4528524;0.25071475;0.584415;0.75174725;0.1135495;0.36498803;0.29125115;0.45149016;0.12985033;0.16469142;0.37588173;0.18170984;0.43855754;0.24674231;0.046375237;0.76059175;0.2087612;0.38050157;0.13528;0.2500126;0.44723746;0.31026193;0.49772227;0.32695574;0.06949259;0.27239406;0.3151852;0.3977923;0.1856169;2.5692358;9.382281;1.4872453;2.5337768;7.406996;8.649914;16.559229;2.7201462;30.774597;472.32593;0
0.17172016;0.6532524;0.13833739;0.6730009;0.4820371;0.07043944;0.5653796;0.21139365;0.41235006;0.1298489;0.100110486;0.576896;0.56581056;0.6017333;0.505133;0.124363706;0.3987102;0.5677904;0.82810754;0.6704527;0.07799916;0.7730832;0.6636571;0.43723497;0.22839935;0.1136148;0.27895242;0.2815958;0.4551618;0.22201309;0.4250516;0.5906364;0.23130651;0.6461063;0.8955525;0.09506908;0.36946407;0.30194145;0.41512427;0.31735274;0.5028945;1.3852134;0.23437493;0.5835791;0.75785863;0.105181575;0.3650455;0.29007164;0.451591;0.13229261;0.15326016;0.37341747;0.1775076;0.43950552;0.24952143;0.041725196;0.75245017;0.20698147;0.3829747;0.1379778;0.22531363;0.43256998;0.30024743;0.49620202;0.3354676;0.06524339;0.28342468;0.3078878;0.3996325;0.18948033;2.3514311;8.918706;1.3444653;2.4947505;7.4681716;7.6461525;14.983621;2.4769177;25.207895;388.1234;0
0.16181168;0.6601365;0.13574627;0.67659307;0.48758295;0.06273757;0.5746693;0.20813261;0.4103558;0.1319361;0.09394845;0.5893593;0.5375325;0.60497445;0.51126456;0.11417639;0.40300182;0.54282546;0.8168137;0.67976546;0.072046354;0.75331736;0.63329357;0.42785457;0.22842757;0.10187429;0.28321943;0.26866862;0.4557155;0.22417946;0.39513895;0.5899076;0.22239885;0.6333398;0.90485203;0.08495593;0.37866879;0.28652346;0.41135925;0.32068178;0.47586244;1.3238358;0.21981406;0.58204865;0.7642811;0.09631415;0.36440882;0.28726217;0.45023516;0.13449599;0.144995;0.37429118;0.17311597;0.4391179;0.25241703;0.03867347;0.74320734;0.20457111;0.3842619;0.14062569;0.20629562;0.42177522;0.28882638;0.49262273;0.34424245;0.062012233;0.29547882;0.29981908;0.4006639;0.19323449;2.1679883;8.509327;1.2045048;2.4473083;7.540911;6.776476;13.603512;2.212933;20.551252;317.94577;0
