delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
0.063756555;0.4619482;0.22247572;0.7007665;0.18455003;0.04740374;0.30570647;0.1706198;0.5368097;0.117512494;0.04131344;0.31937873;0.32023513;0.70026207;0.1911901;0.05778234;0.48420894;0.2423999;0.70316124;0.17719467;0.07680464;0.28174004;0.24589624;0.42772505;0.1561703;0.072025135;0.37664023;0.22628003;0.5797935;0.13077061;0.13812667;0.418249;0.47061864;0.76475996;0.345429;0.06452182;0.4204833;0.27037677;0.6008665;0.17395328;0.28029385;0.4973527;0.24406976;0.67654496;0.16461627;0.047076542;0.4231433;0.223621;0.47317767;0.10906457;0.111291386;0.33631003;0.19176741;0.55044216;0.12988365;0.07374471;0.6158698;0.17042223;0.5850565;0.14049943;0.061313055;0.3194721;0.24681222;0.65300274;0.16533495;0.048454262;0.28764567;0.21434724;0.47375178;0.12410729;0.88295484;2.7744892;0.70585436;2.4727054;1.6433376;1.0098826;12.524617;1.4911636;1.8218759;0.86475486;1000
0.03848563;0.30028296;0.21209526;0.44242978;0.16351669;0.027178314;0.21485603;0.20260462;0.33543774;0.09948224;0.014709098;0.11584384;0.3357789;0.44166657;0.17094353;0.017722584;0.1618163;0.21832907;0.4313142;0.14816068;0.051660396;0.24944107;0.2584149;0.30202848;0.1348457;0.04977736;0.20605789;0.28953105;0.3281714;0.122361615;0.028415658;0.34847805;0.3956011;0.46600458;0.29561532;0.04215248;0.27780318;0.31873846;0.40487087;0.17510825;0.12365998;0.2562123;0.2609502;0.35400707;0.14928631;0.024619717;0.22613901;0.23978299;0.2918825;0.103629686;0.06777203;0.21987405;0.21713296;0.30930042;0.12477551;0.07052581;0.44707775;0.2030268;0.33592775;0.13116816;0.02826792;0.210697;0.24852811;0.4219358;0.15038243;0.018368512;0.17501824;0.2245762;0.3096386;0.1166452;0.19400725;0.6139984;0.46174988;1.5007341;1.3824593;0.2148157;4.545922;1.4356542;1.2230222;0.7317272;1000
0.03801251;0.29475486;0.21218695;0.4266811;0.16333675;0.026868867;0.21247691;0.20587094;0.32334587;0.09889997;0.014476551;0.11234803;0.33145538;0.42257613;0.1710138;0.016699871;0.15537257;0.21529803;0.412613;0.14803737;0.050484158;0.2488037;0.2597458;0.29289132;0.13467069;0.049038827;0.20127876;0.30094436;0.3128402;0.12405735;0.025937349;0.34913197;0.39304423;0.45256123;0.29322928;0.040997617;0.27273667;0.32923064;0.3867259;0.1761375;0.12074035;0.25339627;0.2683429;0.3372428;0.15007569;0.023794157;0.21912058;0.2420985;0.2812301;0.10422702;0.06699367;0.21774794;0.22255261;0.2952261;0.12575938;0.070513375;0.43517378;0.20723642;0.32753116;0.13152015;0.027668258;0.20879133;0.25185058;0.40592012;0.15092131;0.017450703;0.17232165;0.22413442;0.30067632;0.11711878;0.17391942;0.57634676;0.46171188;1.4496683;1.3813149;0.20202596;4.3430767;1.4318957;1.1881412;0.7288783;1000
0.037545376;0.2899059;0.21215029;0.4133272;0.16339515;0.026616873;0.21067043;0.20870847;0.31269655;0.09855823;0.014337741;0.11020399;0.32602435;0.40567935;0.1713157;0.015792215;0.15064804;0.21203649;0.39571512;0.148236;0.049303744;0.24826439;0.26066703;0.2848311;0.13485846;0.04822846;0.1978266;0.31299543;0.29959515;0.12594283;0.023779493;0.34922808;0.39079803;0.44053483;0.29143184;0.039763294;0.2682898;0.34025124;0.36955947;0.17716053;0.1178355;0.2516609;0.27513766;0.3233355;0.15104984;0.022982819;0.21380246;0.24425916;0.2719822;0.104893446;0.06612296;0.21623425;0.22741412;0.28336576;0.1268499;0.07024256;0.4228944;0.21122116;0.3207537;0.13193578;0.027056908;0.20769869;0.2547926;0.39117613;0.1516485;0.016613105;0.17026398;0.22293575;0.29285446;0.11767414;0.15490474;0.5460429;0.4611633;1.4032778;1.3821032;0.19141492;4.160588;1.4222068;1.1587296;0.7270777;1000
0.037091296;0.28545728;0.21178052;0.4020667;0.16374092;0.026546016;0.20924439;0.2112699;0.3040957;0.09846994;0.014293894;0.10911523;0.32047105;0.39189628;0.17178749;0.015086212;0.14712533;0.20882347;0.3813506;0.14872383;0.048098877;0.2477299;0.26129624;0.27814993;0.13531801;0.047342762;0.19554275;0.3253794;0.2882375;0.12809034;0.021946255;0.34862003;0.38891822;0.42971218;0.2902103;0.03846091;0.26427877;0.35153076;0.35410854;0.17821325;0.11487246;0.2508237;0.2812211;0.31237826;0.15211831;0.022200026;0.2098715;0.24651948;0.2644569;0.10552767;0.065107144;0.21516144;0.23165488;0.27449805;0.1279622;0.06969112;0.41024572;0.21484868;0.31543425;0.1323034;0.026404075;0.20724966;0.2572359;0.37853095;0.1524598;0.015891703;0.16863847;0.22119807;0.2868802;0.11819889;0.13739824;0.5204422;0.46068636;1.3626463;1.3846517;0.18278354;4.001929;1.405416;1.1342878;0.7261315;1000
0.036556523;0.2813138;0.2110043;0.3925073;0.16416615;0.026533943;0.20812847;0.21339409;0.29714602;0.09848452;0.014302343;0.10900611;0.31464562;0.38054612;0.17218973;0.014472313;0.14477102;0.20615672;0.36882833;0.14927278;0.04679965;0.24711744;0.2621204;0.27283022;0.13591707;0.04631479;0.19438267;0.337779;0.27851683;0.13023946;0.02031602;0.34706697;0.3869783;0.42090195;0.28956816;0.03703428;0.26064894;0.36271805;0.34056866;0.17909732;0.11176972;0.2508263;0.2864249;0.30390185;0.15325141;0.02140235;0.20737717;0.2486628;0.2579387;0.10610802;0.06392342;0.21451451;0.23517388;0.26801255;0.12907442;0.068788;0.39767596;0.21800256;0.31138703;0.1326418;0.025689162;0.20743231;0.25900275;0.36754158;0.1532962;0.015235801;0.16744697;0.22001614;0.28237998;0.11869695;0.121815175;0.49907827;0.4594151;1.3256505;1.3886105;0.17568634;3.8655136;1.3835353;1.1140482;0.72572374;1000
0.03592914;0.2776107;0.20988676;0.38503385;0.16469394;0.026565596;0.2074309;0.21498019;0.29205826;0.09859996;0.014342357;0.10985153;0.30804452;0.37286025;0.17273408;0.013950527;0.14367527;0.20458202;0.35901603;0.14994887;0.04527314;0.24648997;0.26342294;0.26914585;0.13667938;0.045057405;0.19443771;0.34997305;0.27230796;0.13244154;0.018897943;0.34457147;0.38509062;0.41383106;0.28934878;0.035439853;0.25751024;0.37371916;0.33060518;0.17995353;0.10845563;0.25176838;0.2906488;0.29803535;0.15443927;0.020501552;0.20626824;0.2507607;0.25307757;0.10666808;0.06250983;0.21439092;0.2379015;0.26425278;0.13016817;0.06752241;0.385596;0.2207487;0.30876103;0.13295898;0.024851235;0.20833828;0.259993;0.35868588;0.15416053;0.014579697;0.16670094;0.21928337;0.27973813;0.11920602;0.10720751;0.48131052;0.45736217;1.2955489;1.3938391;0.16995814;3.751164;1.3575158;1.0988905;0.7259675;1000
0.035266016;0.27429667;0.2085407;0.3796461;0.16519153;0.02670846;0.20718971;0.21603628;0.2891103;0.0987736;0.014410237;0.11141515;0.30120245;0.3679067;0.17324266;0.013535089;0.14373267;0.20404413;0.35235652;0.15064028;0.043619987;0.2458525;0.26459923;0.2669601;0.13757473;0.04369368;0.19557309;0.36160108;0.2690571;0.13464078;0.017693035;0.34098083;0.38307777;0.4082473;0.2896309;0.033753548;0.25482988;0.38400435;0.32340014;0.18077318;0.10499882;0.253517;0.2938243;0.29476115;0.15564507;0.01959917;0.20647445;0.25257647;0.25017297;0.1071756;0.060952775;0.21470888;0.23981531;0.2630371;0.13122572;0.06591908;0.3741899;0.22314397;0.30765423;0.13325417;0.02398886;0.2099509;0.26006103;0.35210508;0.15506206;0.014013138;0.166319;0.21836396;0.27903363;0.11969678;0.094217025;0.46748295;0.45394766;1.2703484;1.4002266;0.16566607;3.6542025;1.329123;1.088731;0.72680295;1000
0.034504116;0.27127546;0.20703581;0.37630427;0.16557865;0.026855804;0.20734158;0.21650378;0.28845197;0.098914675;0.014469681;0.11361737;0.29384083;0.36533007;0.17366235;0.013112734;0.14461729;0.20412864;0.3485176;0.15127721;0.041840605;0.245235;0.2652313;0.26605964;0.13849156;0.042210665;0.19771345;0.37235257;0.26782492;0.13668257;0.016552385;0.3365741;0.38059583;0.40409932;0.2901657;0.031902246;0.2525598;0.3935141;0.31870872;0.18149655;0.101459324;0.25621963;0.29586416;0.29396456;0.15681617;0.018708132;0.20789124;0.25406203;0.24931403;0.10762472;0.059321478;0.21557927;0.2408296;0.26393673;0.13220172;0.06396124;0.3638988;0.2252172;0.3081942;0.13351437;0.023140982;0.21222663;0.25918433;0.34783655;0.15594952;0.013448519;0.1665158;0.21701673;0.27980998;0.12015898;0.08341021;0.45690188;0.4492325;1.2499242;1.407418;0.16232163;3.5710719;1.2994065;1.0832934;0.7278863;1000
0.03381156;0.2684688;0.20573524;0.37491947;0.16576046;0.027053954;0.20781365;0.21662845;0.28966823;0.09896668;0.014532801;0.11631464;0.2863315;0.3647036;0.1738392;0.012848172;0.14608772;0.20435233;0.34683862;0.15173341;0.04010397;0.24439488;0.2652715;0.26630023;0.13937525;0.040738493;0.2006301;0.38266888;0.2683161;0.13844828;0.015827022;0.330978;0.37773857;0.4012201;0.2909546;0.030109476;0.2505675;0.40269732;0.3163943;0.18209825;0.09780703;0.25949848;0.29704353;0.29522648;0.15792733;0.017945983;0.20995808;0.25569263;0.25013486;0.10797587;0.057547767;0.21667254;0.24126348;0.26652274;0.13304842;0.061741862;0.35413375;0.22724426;0.31004152;0.13366662;0.022435725;0.21483582;0.25772363;0.3456416;0.15674573;0.013053769;0.16688746;0.21541387;0.28166652;0.12055059;0.074235134;0.44903713;0.4428166;1.234048;1.4152567;0.1597227;3.4995985;1.2692244;1.082626;0.7293151;1000
0.033196565;0.26619187;0.20485553;0.37545887;0.1658035;0.027231874;0.20864353;0.2166969;0.29228932;0.09897157;0.014609271;0.11943967;0.27896428;0.36586255;0.17385787;0.012718612;0.14820406;0.2044171;0.3468164;0.15205938;0.038407557;0.24351788;0.26491794;0.26760224;0.14018214;0.03918709;0.204448;0.39265093;0.27069885;0.13990127;0.015392481;0.32441086;0.37448606;0.3993983;0.29195082;0.028302586;0.24922545;0.41115946;0.31614208;0.18249938;0.09394489;0.26384103;0.29781944;0.2982958;0.15897937;0.01728808;0.21282865;0.25778368;0.2520598;0.10828518;0.055692323;0.21837053;0.24143332;0.27062374;0.13377742;0.059082385;0.34548512;0.22946413;0.31322992;0.13378124;0.021854836;0.21809877;0.25616392;0.34519854;0.15748066;0.012738489;0.16770174;0.2136921;0.28439653;0.120916896;0.066234946;0.44364506;0.434956;1.222504;1.4237064;0.15837288;3.436178;1.241535;1.086309;0.7310739;1000
0.03257966;0.26448706;0.20444196;0.37759778;0.16571003;0.02733301;0.20994286;0.216797;0.29578373;0.09886964;0.014733968;0.12281366;0.27168036;0.3681834;0.17371292;0.012696952;0.15077166;0.20425735;0.3479543;0.15227726;0.036866248;0.24278945;0.26428518;0.26955557;0.14084424;0.037677;0.20922205;0.4016184;0.27427623;0.14102843;0.01517099;0.31727764;0.37060598;0.3985912;0.2930215;0.026460452;0.24868919;0.4183661;0.31732872;0.18262875;0.08983485;0.26957014;0.2982853;0.3026003;0.15990277;0.016824286;0.21640837;0.260003;0.25483677;0.10849953;0.05409503;0.22090958;0.2413044;0.27584413;0.13433088;0.0565555;0.33820027;0.23182932;0.31729448;0.13383387;0.021466961;0.22207412;0.254427;0.34611422;0.1580469;0.012489525;0.16909021;0.21176966;0.28765664;0.121266685;0.05937372;0.44006318;0.42549625;1.2144648;1.432433;0.15820222;3.3796828;1.2198607;1.0939951;0.7330179;1000
0.031898778;0.2635214;0.20440727;0.38088095;0.16542561;0.027362317;0.21183093;0.2167643;0.30004153;0.09867557;0.014881321;0.12650748;0.2641199;0.37164086;0.17333724;0.012763064;0.1538139;0.20366888;0.3502084;0.1523601;0.03545886;0.24232404;0.2631521;0.27209663;0.14136948;0.036319185;0.21476403;0.40885654;0.27916753;0.14174885;0.015145003;0.3099394;0.36599082;0.39850616;0.29412708;0.024730936;0.24891661;0.42363638;0.31999242;0.18244742;0.08628362;0.2765705;0.29811826;0.30803487;0.16075842;0.016649414;0.22057408;0.26218566;0.25838876;0.108673476;0.052759383;0.22430569;0.24060503;0.28205225;0.1347439;0.054587092;0.33246192;0.23434222;0.32198206;0.13383448;0.02127111;0.22673935;0.25220168;0.3481691;0.15848902;0.012277682;0.17111982;0.20956124;0.29128274;0.12159016;0.053594533;0.43782365;0.41537118;1.2100978;1.4415867;0.15985861;3.3277302;1.2054795;1.1057602;0.7350297;1000
0.031164574;0.26331016;0.20510441;0.38491216;0.16491829;0.027302142;0.21413818;0.21662578;0.3045649;0.09834025;0.015079295;0.13052014;0.25637105;0.37600097;0.1727002;0.012924537;0.15720528;0.20277378;0.3531086;0.15223995;0.034118704;0.24205105;0.26142964;0.27490637;0.14169458;0.035030577;0.22108419;0.41413638;0.28500038;0.14198282;0.015268115;0.3024064;0.36033762;0.39885014;0.29532087;0.023140118;0.24990258;0.42684048;0.3236899;0.18192023;0.08357195;0.28462213;0.29729646;0.3142266;0.16154629;0.016666058;0.22506544;0.26422244;0.26227733;0.10878697;0.051603686;0.22842263;0.23928583;0.2888478;0.13499762;0.05284505;0.32797277;0.23714411;0.3268711;0.1338077;0.021299984;0.23194508;0.24945328;0.35086343;0.15879747;0.012104162;0.17368643;0.20697403;0.29498333;0.121875696;0.049108233;0.4369509;0.40469724;1.2090007;1.4510725;0.1629533;3.2806978;1.1976532;1.1208764;0.7372612;1000
0.030341385;0.2638317;0.2060574;0.38932222;0.16417105;0.027138121;0.21671586;0.21608025;0.30928645;0.09789342;0.015190631;0.13448158;0.24797097;0.3810833;0.17176157;0.0130941775;0.16063628;0.20118651;0.35644946;0.15195586;0.032776333;0.24196613;0.25895536;0.27798378;0.14185932;0.033723947;0.22778994;0.41733295;0.29168206;0.1416787;0.015567395;0.2948568;0.35363388;0.39942417;0.29650205;0.021621794;0.25144178;0.42769423;0.3281477;0.18109044;0.08115597;0.2934188;0.2955525;0.32092422;0.16216247;0.016858358;0.22946045;0.26612186;0.26645663;0.10881044;0.050507873;0.23308167;0.23714451;0.29606143;0.13507621;0.051218122;0.32479045;0.24015132;0.33188057;0.13373078;0.021491284;0.23745388;0.24599877;0.35418105;0.15890457;0.011894345;0.1766467;0.20391044;0.29878128;0.12211429;0.04612419;0.43700933;0.3932866;1.2105691;1.46073;0.16666564;3.2338903;1.1983147;1.1396884;0.7394956;1000
0.029499462;0.26477006;0.20799607;0.3940476;0.16338071;0.026918339;0.2193602;0.21559677;0.3141768;0.09748507;0.015402312;0.13840313;0.23929311;0.38634896;0.17080872;0.013315868;0.16392504;0.19938292;0.3601424;0.15167092;0.0315096;0.24179462;0.25600582;0.2810629;0.14193124;0.03245802;0.23465379;0.4185338;0.29897103;0.14088432;0.016056994;0.28765628;0.3461941;0.40104738;0.29778576;0.020283833;0.2532984;0.4265273;0.3330513;0.1797235;0.07904648;0.3025328;0.2934392;0.3280763;0.16282086;0.017227056;0.23354165;0.2682838;0.2708317;0.10882617;0.04954932;0.23800193;0.23466703;0.30362138;0.1350913;0.04976675;0.32265416;0.24372232;0.33742598;0.1336724;0.021843672;0.24295178;0.2423992;0.35794455;0.1589336;0.011928613;0.17973042;0.20054746;0.30246025;0.12237783;0.044047177;0.4373079;0.38183257;1.2149557;1.4706025;0.1709621;3.19134;1.2034264;1.1603107;0.7418551;1000
0.028632347;0.2665517;0.21030925;0.39881414;0.1622662;0.026612561;0.22219494;0.21490304;0.3191473;0.09685812;0.015678642;0.14228724;0.23039563;0.39180136;0.16950656;0.0135836825;0.16718763;0.19739802;0.36391625;0.1511179;0.030323759;0.24176663;0.25250682;0.28416896;0.14170672;0.031271953;0.24160948;0.4177098;0.3067317;0.13952616;0.01668847;0.28152695;0.33809623;0.40358424;0.29905263;0.019187005;0.25561446;0.4232252;0.3382504;0.17825648;0.07724214;0.312016;0.29058594;0.33529088;0.16330662;0.017711366;0.23719317;0.27051076;0.2751398;0.10864997;0.048788723;0.2432632;0.23162195;0.31116772;0.13486351;0.04853863;0.32158673;0.24732643;0.3432991;0.13342549;0.022359718;0.24853817;0.23831284;0.36173865;0.15874778;0.012077362;0.18330222;0.19693972;0.30610475;0.12244296;0.042541455;0.43793172;0.36946484;1.2212349;1.4808108;0.17633833;3.152576;1.2283417;1.1832541;0.7441346;1000
0.027710978;0.26882705;0.21304724;0.40372035;0.16102654;0.026218858;0.22496542;0.21408316;0.32413936;0.0962178;0.016099708;0.1462594;0.22148786;0.39732093;0.1680097;0.013867558;0.17034054;0.19525774;0.3677267;0.1504847;0.02922037;0.2417593;0.24849363;0.28733632;0.14129116;0.030166095;0.24837536;0.41474906;0.31486562;0.13765898;0.017443495;0.27631992;0.3292881;0.40650725;0.30039987;0.018416053;0.2581803;0.41784975;0.34375402;0.1765809;0.07564928;0.32139271;0.28704616;0.34279686;0.16376951;0.018322036;0.240346;0.27277675;0.27930585;0.10847603;0.048157047;0.24844696;0.22805743;0.31869462;0.1345565;0.04750487;0.32133314;0.25079086;0.34901693;0.13311103;0.022988085;0.25388628;0.23371512;0.36545363;0.15857975;0.012376467;0.18702435;0.19330442;0.30953643;0.12247111;0.04138741;0.43835354;0.35651708;1.2292341;1.4914097;0.18313058;3.1192076;1.2629434;1.2076674;0.7467462;1000
0.02690162;0.2709907;0.21667415;0.40874702;0.15977691;0.025877409;0.22724572;0.21333413;0.32893065;0.095572576;0.0166172;0.1505595;0.2128161;0.40266287;0.1664826;0.014216675;0.17300713;0.19315912;0.3711179;0.14991482;0.02834308;0.24141313;0.24386853;0.29037374;0.14065148;0.029258123;0.2545145;0.40950644;0.32298946;0.1353081;0.018352125;0.27164918;0.31998616;0.40973955;0.30172798;0.018004347;0.2604776;0.41054335;0.34922266;0.17470612;0.07433422;0.3301481;0.28331828;0.3502969;0.16410965;0.019057373;0.24265312;0.27543214;0.2832514;0.108185455;0.047709763;0.25321695;0.22435263;0.32590503;0.13409565;0.04673872;0.32151973;0.25452426;0.35440442;0.13274579;0.023734638;0.25856298;0.22907247;0.36885896;0.15832335;0.012770263;0.19070731;0.18975914;0.31267652;0.12235514;0.040579367;0.43798178;0.3436125;1.2382916;1.5022274;0.19077364;3.0912685;1.3023483;1.2327023;0.7495022;1000
0.02615928;0.2730141;0.22077772;0.41394877;0.1585332;0.025343684;0.22890814;0.21262766;0.33370876;0.094892815;0.017233726;0.1549287;0.20409985;0.4078482;0.16498984;0.0145906275;0.17510533;0.19082554;0.3743985;0.14944752;0.027459877;0.24082632;0.2385439;0.29344854;0.13981691;0.028399993;0.2597582;0.4018898;0.33134234;0.13273862;0.019319665;0.2678148;0.3105043;0.41331586;0.3029841;0.017776499;0.26244134;0.40121028;0.3545587;0.1725785;0.073194884;0.33796075;0.2792471;0.3577827;0.16424362;0.019825358;0.24392238;0.27829087;0.28728184;0.107797205;0.04738398;0.25734067;0.22035433;0.33290064;0.13346626;0.046207927;0.32202384;0.2585067;0.35925654;0.13231969;0.024523458;0.26234096;0.22410195;0.37217614;0.15791497;0.013216406;0.19425192;0.18610637;0.3155979;0.122114785;0.04003887;0.4364777;0.33041024;1.2486904;1.5130295;0.19916753;3.0681741;1.3459582;1.2578496;0.75229293;1000
0.025543204;0.27469197;0.22532226;0.4192068;0.15729879;0.025063554;0.22987103;0.21208444;0.3385847;0.094191216;0.017878305;0.15900546;0.19615962;0.41270933;0.16355103;0.014970524;0.17681828;0.18875593;0.37733006;0.14910804;0.026712794;0.23977801;0.23300621;0.29630628;0.13877718;0.027704187;0.264013;0.3924927;0.33956966;0.12997149;0.020358166;0.26451412;0.3011143;0.41690326;0.30411336;0.017688531;0.26387566;0.3905819;0.3597181;0.17029978;0.07222667;0.3446204;0.27528614;0.3649086;0.16430001;0.020680143;0.2441512;0.28173736;0.29107642;0.10730486;0.047192752;0.26067382;0.21639699;0.33970273;0.13281508;0.045897502;0.3225983;0.26266256;0.363404;0.1318695;0.025376365;0.2651582;0.21939126;0.3750747;0.1574532;0.013708756;0.19766101;0.18254244;0.31812325;0.12169396;0.03974763;0.43369558;0.31774005;1.2595814;1.5241929;0.20766781;3.0494103;1.3912678;1.2827756;0.7555091;1000
0.025049761;0.2758479;0.2298263;0.42455757;0.15612805;0.024976257;0.23000646;0.21176824;0.343459;0.09348561;0.018523373;0.16268545;0.18868275;0.41727164;0.16218625;0.015301066;0.17807415;0.18677008;0.37990716;0.14887138;0.026095793;0.23818325;0.22731423;0.29914498;0.13764338;0.027118616;0.26701814;0.38149852;0.34762946;0.12710021;0.021442458;0.2615111;0.29235217;0.42078447;0.30520415;0.01769674;0.26463172;0.37866554;0.36468634;0.16805364;0.07141406;0.34989548;0.2712929;0.37158912;0.16428518;0.021591837;0.24339521;0.2854105;0.2945828;0.1067376;0.047114737;0.263058;0.2124687;0.3463258;0.13210624;0.045802377;0.3230499;0.26691422;0.36682108;0.13132358;0.026275445;0.26682007;0.21485741;0.37770993;0.15697749;0.014241986;0.200855;0.1792178;0.32037237;0.121092826;0.03964735;0.42932075;0.30489594;1.2707634;1.5357952;0.21670187;3.0370207;1.4380534;1.3069662;0.7590242;1000
0.0246268;0.27634043;0.23408675;0.4298625;0.15495867;0.025084406;0.22925049;0.2114987;0.3482002;0.092735626;0.019162582;0.16570364;0.1824551;0.421387;0.16081467;0.01564663;0.17919739;0.18502946;0.38265258;0.14867893;0.025538694;0.23599568;0.22138949;0.30202755;0.13635322;0.02663087;0.26866925;0.36917794;0.35548735;0.12417936;0.022550687;0.25859115;0.2839584;0.42517793;0.3062664;0.017753126;0.26451325;0.36604565;0.36955482;0.16584918;0.07062795;0.3536833;0.267052;0.37793368;0.1641833;0.022536045;0.24141614;0.28894907;0.29798853;0.10604191;0.04706113;0.2644363;0.20853633;0.35256323;0.13132718;0.045755323;0.3233102;0.27084467;0.36950383;0.13071114;0.027156029;0.26735246;0.2105571;0.37998745;0.15644786;0.014774082;0.20369297;0.17613326;0.32241037;0.12027116;0.039550915;0.4233272;0.29337347;1.2819574;1.5476022;0.2259937;3.0453722;1.485675;1.3292731;0.7627438;1000
0.024256147;0.27601266;0.2377753;0.43479744;0.15378931;0.025215032;0.22752325;0.21122777;0.3525764;0.09195354;0.019732302;0.16789821;0.17712536;0.42552003;0.15948659;0.01599668;0.18021342;0.18334389;0.38589972;0.148494;0.024974313;0.23318139;0.21526197;0.3051323;0.13499258;0.026182208;0.26879048;0.35590827;0.36294922;0.121249504;0.023650698;0.2555904;0.2759446;0.43018806;0.3073543;0.017794488;0.26330993;0.3528518;0.3744909;0.16379187;0.06990757;0.355761;0.2624121;0.38356382;0.1638288;0.02353107;0.23841715;0.29214004;0.30117014;0.10519532;0.04704348;0.26470008;0.2044765;0.35825655;0.13037132;0.045772932;0.32310608;0.2741749;0.37191498;0.12998573;0.02802188;0.266682;0.20637566;0.3820925;0.15574105;0.015300028;0.2060714;0.17331293;0.32479182;0.11925328;0.039495297;0.41563666;0.28366527;1.2929292;1.5591;0.23546332;3.0688853;1.5328871;1.3491466;0.76637864;1000
0.023973344;0.2749308;0.2408308;0.43961564;0.15267129;0.025356196;0.2250675;0.21089606;0.35664502;0.091223575;0.020322146;0.16922653;0.17304768;0.4297698;0.15820418;0.016294815;0.18074617;0.18164414;0.38949755;0.14825581;0.024538204;0.22997124;0.20898989;0.3086056;0.13355243;0.025858242;0.26751658;0.3421796;0.3700462;0.11851445;0.024736017;0.25217348;0.2683063;0.43596074;0.30832762;0.01792198;0.26117933;0.33968562;0.3796034;0.1617474;0.06925884;0.35605842;0.25738627;0.38845992;0.16339435;0.024593888;0.23460919;0.29472634;0.30395147;0.104302034;0.047084104;0.263883;0.20035729;0.36331174;0.12936318;0.04596906;0.32238707;0.27661696;0.37442276;0.12925957;0.028908106;0.2649603;0.20220447;0.3838808;0.15495564;0.015850283;0.20791776;0.17096254;0.3276189;0.11814583;0.039567523;0.40618598;0.2745853;1.3040094;1.5706487;0.24469814;3.1058676;1.5786837;1.3659358;0.77012503;1000
0.023710616;0.2728113;0.24319184;0.44434842;0.15165311;0.025458079;0.22172496;0.21048719;0.36044145;0.09053563;0.020846877;0.16967586;0.17046805;0.43421084;0.15701121;0.01660451;0.1807393;0.18052131;0.39320877;0.14798187;0.024132796;0.22637376;0.20296046;0.312347;0.13211265;0.025564006;0.26467037;0.32850644;0.3767704;0.115965165;0.025763502;0.2484097;0.261161;0.44257838;0.30921814;0.018071817;0.25794896;0.32735842;0.38483694;0.15989584;0.06859051;0.35428187;0.25217438;0.3927579;0.16295004;0.025652127;0.23032242;0.2966416;0.30645955;0.10342958;0.0471013;0.26185286;0.1963791;0.3677529;0.12837414;0.0461967;0.32089213;0.27807233;0.37699547;0.12852424;0.02972949;0.2620359;0.19827336;0.38533115;0.15418084;0.016381739;0.20917033;0.16940755;0.3308215;0.116947435;0.039637983;0.3946901;0.26554313;1.3153139;1.5824636;0.25342122;3.1502926;1.6216067;1.3799008;0.77414995;1000
0.023463394;0.26977292;0.24487092;0.44889885;0.15075062;0.025514001;0.21765563;0.2098234;0.36392453;0.08983573;0.021295074;0.1692405;0.16902904;0.43882737;0.15594108;0.016954847;0.18016753;0.179869;0.3968767;0.1476252;0.023723166;0.2225649;0.1973436;0.31639528;0.13064949;0.025262384;0.26056048;0.31517273;0.38304722;0.113685235;0.026656803;0.2441696;0.25450537;0.4498241;0.3101188;0.018238667;0.25375837;0.31610483;0.39017165;0.15830281;0.06785656;0.350586;0.24664856;0.39648542;0.16252184;0.026732579;0.22580321;0.29773456;0.3087365;0.10255483;0.047052685;0.25882497;0.19250707;0.3715145;0.12747145;0.04650814;0.31867248;0.27839407;0.37921208;0.12774375;0.030470766;0.25829008;0.19449888;0.3863911;0.15339023;0.01691314;0.20981237;0.16826874;0.33411044;0.11574859;0.03982807;0.38173693;0.25688514;1.3265574;1.5946413;0.26148814;3.1985955;1.6596168;1.3901075;0.7785274;1000
0.02320265;0.2659172;0.2456386;0.45340592;0.14998358;0.025487088;0.21307428;0.20875748;0.3669717;0.08910629;0.021633107;0.16797239;0.16826716;0.4434877;0.15498808;0.017321948;0.17950784;0.17964278;0.4006189;0.14714943;0.023254938;0.21861139;0.19227244;0.32048118;0.12910517;0.0249056;0.2555942;0.30227014;0.38863173;0.11162516;0.027447006;0.23976946;0.2483064;0.45740855;0.31092566;0.018352527;0.24882048;0.30595332;0.39530438;0.15686747;0.06699322;0.34510297;0.24069443;0.3996904;0.16213556;0.027738716;0.2215357;0.29780224;0.31084654;0.10167757;0.04688275;0.25495827;0.18866006;0.3745485;0.12663844;0.046850227;0.3157272;0.2775487;0.38103563;0.12683167;0.031072032;0.2539971;0.19075543;0.38711917;0.15267268;0.017372161;0.20987621;0.1673392;0.33720073;0.11451213;0.04015606;0.3673761;0.24814314;1.3376452;1.6070735;0.26858884;3.2508485;1.6945562;1.3957793;0.7835192;1000
