delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
641.9983;67.72384;22.05399;1.6687142;2.1081467;833.24646;64.22753;4.2327743;2.5239744;0.72278035;2260.2546;27.14956;11.219837;1.6859314;1.4881833;34952.176;923.6307;54.825207;109.45715;4195.4653;2619.6003;70.98599;9.130594;3.4545708;0.7716473;610.8572;70.07195;25.092949;5.56325;6.640323;6816.317;104.61263;30.546509;6.8372884;5.5524364;476.1216;176.11589;51.295532;10.741707;9.143126;2307.1057;302.95538;80.65215;4.940651;11.906875;3131.558;665.4229;175.22864;15.563445;7.0110292;58.09199;2.5867114;0.89112425;0.4491322;0.22746581;21.643288;5.2451754;2.3963642;0.96045816;0.16460817;439.5265;16.566776;2.1466646;0.6628142;0.49509716;293.8213;13.482779;7.8689623;3.304725;1.1194057;7952.5786;116.82881;13.965814;4.509322;15.335674;16704.518;399.25558;18.246853;6.603335;26.8332;0
618.423;61.239044;20.95445;1.6286005;2.1230502;832.04297;64.43561;4.1620827;2.430931;0.72603524;2170.7234;25.410263;10.734447;1.6219312;1.5224844;31083.021;757.47363;49.396057;77.90472;3306.9426;2283.116;60.90385;8.342692;3.1474562;0.81222904;588.9073;67.21995;23.541075;5.31194;6.753639;6750.3657;96.57445;29.948229;6.754461;5.69669;440.5673;169.33095;49.16176;10.247398;9.196256;2236.367;272.4948;76.80173;4.659319;11.711556;3109.966;655.4075;169.04767;15.29553;7.0604534;53.644142;2.358074;0.87220633;0.449451;0.23166402;20.422203;5.2278385;2.4381766;0.9203903;0.16306391;442.33426;15.695757;2.0325208;0.65472656;0.50932425;272.08493;12.397094;7.328048;3.1647587;1.1088021;7313.3047;105.61564;13.165632;4.512782;15.49305;17033.41;403.1495;17.596802;6.2291594;28.40814;0
594.55676;55.768475;19.815493;1.5629617;2.12943;827.71814;64.313484;4.057177;2.3337674;0.728066;2074.8438;23.671297;10.110468;1.5825022;1.5704889;27896.787;634.8343;45.023643;66.46375;2628.6018;1966.7607;48.656982;6.9841523;3.065152;0.8475261;566.5084;64.04767;21.971506;5.0193214;6.8978834;6690.902;86.35479;29.677614;6.547264;5.8283014;407.23154;161.45685;46.460476;9.744793;9.272359;2153.5703;246.04553;73.26142;4.4177957;11.495265;3102.7637;639.0446;160.90616;15.008226;7.129564;49.619427;2.1456597;0.84861475;0.4506236;0.23640466;19.445677;5.172128;2.467178;0.88239133;0.16030599;442.94778;14.861426;1.9458436;0.6389558;0.5252445;255.05186;11.340811;6.769219;3.0133166;1.0971522;6688.981;96.7811;12.671287;4.565129;15.902631;17343.63;407.74493;16.92646;6.0794134;30.289045;0
570.69464;50.79684;18.64976;1.5021176;2.1279314;820.0798;63.74035;4.034026;2.2019382;0.731685;1973.827;22.102346;9.426496;1.5249308;1.6312609;25172.414;523.24335;40.212894;55.247734;2075.7747;1668.063;37.012608;6.1434793;2.8090646;0.8681245;543.79926;60.724983;20.175993;4.787868;7.103315;6653.986;78.90021;28.735218;6.2715025;6.0230827;375.17032;152.24873;43.9422;9.214919;9.379856;2057.7327;221.68169;69.72169;4.155605;11.294203;3103.5947;616.9567;151.9775;14.567092;7.267821;46.001923;1.9588056;0.82516074;0.4489592;0.24367818;18.62473;5.084832;2.4859686;0.8467054;0.15765935;440.91965;14.0332365;1.8295163;0.63548094;0.5430551;241.87448;10.326971;6.225749;2.848085;1.0867049;6083.8604;88.91176;12.299138;4.6449265;16.59002;17607.637;410.14053;16.95682;6.2800407;32.455784;0
547.391;46.282284;17.42932;1.4348013;2.1210537;808.8743;62.57682;3.9765441;2.1022177;0.7357534;1868.0698;20.636454;8.770286;1.4789653;1.7056764;22850.979;439.85016;32.455933;43.24593;1649.8811;1395.7987;27.885952;5.121599;2.5572078;0.8730159;520.1277;57.5085;18.528032;4.5168;7.3922424;6653.9595;74.19874;27.829512;6.0379586;6.273473;344.90192;141.78337;40.94249;8.685593;9.511634;1950.3695;198.40327;65.39328;3.8703392;11.152688;3109.0442;589.9643;142.54398;14.087951;7.47895;42.84539;1.7965807;0.7962931;0.44685173;0.2538632;17.909678;4.961202;2.4920633;0.810723;0.15437798;435.6177;13.043165;1.7795177;0.61991787;0.56390476;231.66652;9.378916;5.7048135;2.6798759;1.0783385;5509.758;83.241;11.94319;4.799764;17.640541;17798.7;406.16678;16.985405;6.4506173;34.967014;0
525.32654;42.105537;15.999546;1.3883437;2.109619;793.8714;60.892826;3.870449;1.980956;0.7405399;1759.5287;19.254204;8.058493;1.445854;1.8001088;20919.973;384.52036;27.020113;34.6789;1325.0466;1159.2694;23.225252;4.404502;2.2960362;0.867946;495.25577;54.309532;16.87872;4.280572;7.7713056;6669.1963;70.85687;27.166718;5.835219;6.6198845;318.1822;130.76715;37.720505;8.149229;9.685617;1834.3466;177.85228;61.403465;3.5967908;11.10091;3118.0867;559.7535;132.38109;13.460362;7.7796164;40.221786;1.6547248;0.7658504;0.44386455;0.26701424;17.287811;4.8010073;2.4871535;0.77895415;0.15124027;426.72617;12.068188;1.6726248;0.61127025;0.5828433;223.88042;8.526759;5.2479672;2.50335;1.0714577;4988.593;80.13918;11.635872;4.983328;19.12059;17885.35;393.25467;17.183304;7.051108;37.744106;0
504.55606;37.74551;14.861226;1.3375876;2.091221;774.9198;58.713215;3.782432;1.8568567;0.74913573;1652.1636;17.898815;7.290289;1.4129819;1.9144312;19306.365;344.79956;23.99123;29.580814;1078.84;958.29987;19.520435;3.8096056;2.0701516;0.86220026;470.67923;50.98052;15.243225;4.0352726;8.258251;6692.6606;66.73996;25.969765;5.7896156;7.0877037;295.30145;119.62897;33.97494;7.634392;9.962808;1711.2302;158.91269;57.621628;3.4142058;11.148673;3127.575;526.80707;121.57529;12.939323;8.164171;38.135166;1.53454;0.73349166;0.44091886;0.28364342;16.75329;4.6108117;2.467366;0.74751633;0.14765796;414.01404;11.030139;1.6101536;0.60199416;0.6085861;218.33618;7.7253957;4.826729;2.352857;1.0627468;4538.3813;78.497475;11.5898285;5.349643;21.08194;17838.691;380.62256;18.246782;7.8149753;40.913586;0
484.50208;33.763138;13.805311;1.289206;2.0673952;752.1539;56.13038;3.682835;1.735751;0.7650303;1551.3807;16.560383;6.5603094;1.3864934;2.0509307;17943.133;317.37244;22.050947;26.2925;896.3522;787.7915;16.57264;3.3058043;1.888896;0.86084825;448.30063;47.685974;13.592274;3.8319883;8.861956;6718.3022;64.61471;25.217077;5.804092;7.644811;276.1231;108.958824;30.76761;7.0888567;10.308318;1582.5457;142.39363;54.143974;3.2387486;11.278874;3132.742;492.10358;110.96342;12.405302;8.65941;36.533573;1.4355845;0.6967983;0.43725565;0.30454275;16.310734;4.3950477;2.4333308;0.7182497;0.14414129;397.34708;10.094472;1.5155438;0.5893528;0.64150995;214.50899;7.051673;4.397188;2.187799;1.0547982;4157.676;77.61195;11.848741;5.695439;23.62933;17650.174;373.26843;18.47242;8.393185;44.47036;0
464.6806;30.23179;12.844071;1.2489378;2.0440822;725.9171;53.113644;3.5750282;1.6213701;0.78757286;1461.3228;15.342682;5.8688555;1.3774451;2.2141492;16782.07;298.30188;20.082172;23.929943;761.1295;642.9897;14.440966;2.9803715;1.7384739;0.8693756;428.72842;44.226902;12.003666;3.6691272;9.59019;6748.0703;64.55956;24.774708;5.7729053;8.343791;261.08453;98.45599;27.784626;6.6190095;10.734068;1448.5066;127.44568;51.103657;3.0771356;11.519555;3132.0178;456.85913;101.24112;11.97572;9.276592;35.3225;1.353288;0.66220295;0.4334853;0.33047557;15.947127;4.1492324;2.380381;0.69233155;0.1410235;377.30096;9.189646;1.4321955;0.5813572;0.68069315;212.09586;6.5472145;4.1403356;2.036027;1.0499396;3835.6401;77.44107;12.026037;6.207213;26.807379;17327.201;363.24057;17.014603;8.660985;48.555492;0
444.91885;27.79358;11.935687;1.2230227;2.0197122;696.33484;49.941616;3.4498835;1.5127411;0.81792927;1381.6912;14.239673;5.228918;1.3799366;2.4090981;15785.255;285.21878;18.8544;22.27678;658.5058;517.9057;12.785526;2.7217247;1.6349049;0.8779596;411.77878;40.632217;10.7545;3.5368507;10.457406;6784.6875;66.8773;23.802591;5.915287;9.178825;251.41295;87.986206;24.676897;6.144046;11.252014;1311.914;114.63885;48.313328;2.9855828;11.880662;3124.9458;419.67877;92.204094;11.497394;10.036285;34.423965;1.285857;0.624891;0.43170688;0.3615473;15.634915;3.8867433;2.3119247;0.6672517;0.13686247;354.45923;8.330238;1.3586799;0.57160807;0.72796893;210.8723;6.131627;3.959825;1.8972776;1.049912;3564.4622;78.49229;12.360928;6.7732954;30.699574;16873.701;350.53516;16.345333;9.005347;53.352615;0
425.05072;25.775803;11.221738;1.1930699;1.9959909;663.60596;46.6504;3.3212328;1.4143134;0.8570028;1310.6199;13.5216255;4.678208;1.3886753;2.6395373;14917.356;276.27994;18.131187;21.216286;578.78656;408.501;11.359201;2.398877;1.5137246;0.8920462;397.3922;37.545788;9.491479;3.4264572;11.476816;6821.451;68.97903;23.554369;6.053433;10.172979;246.36028;77.84489;21.837362;5.749312;11.880509;1176.535;103.5116;45.849068;2.9270844;12.359389;3105.7969;383.42365;84.16767;11.105347;10.957943;33.774204;1.2337565;0.58512765;0.43177828;0.39888266;15.338351;3.6459131;2.2346413;0.64004016;0.1333006;329.31134;7.669903;1.289577;0.57783467;0.7825821;210.69167;5.764189;3.8289418;1.7850825;1.0561303;3339.1663;80.410095;12.821793;7.4373417;35.390865;16274.575;336.3244;16.590046;9.430222;58.99617;0
404.48715;23.919056;10.67312;1.2055396;1.9797083;628.1764;43.22804;3.1883895;1.3230399;0.90311307;1246.154;12.82556;4.228179;1.4285024;2.908982;14169.101;270.45642;17.522892;20.657589;515.7479;334.8144;9.905614;2.2007701;1.4120702;0.91169786;385.46155;34.476456;8.352596;3.3358352;12.658182;6855.519;71.71333;23.03872;6.178116;11.3422785;245.16986;68.585724;19.249388;5.4246655;12.638526;1045.0651;93.877205;43.756638;2.8928146;12.952282;3069.966;349.3815;76.11143;10.576397;12.070798;33.3415;1.1884263;0.546936;0.43448237;0.44249007;15.039814;3.4220262;2.131777;0.6185675;0.12960641;302.70288;7.043875;1.1912156;0.5807249;0.8440026;211.71768;5.462275;3.7309875;1.6925738;1.0710746;3152.3735;83.22769;13.610953;8.19572;40.96394;15523.499;323.82968;17.46893;10.170156;65.45401;0
383.5245;22.518421;10.16015;1.1592754;1.9716232;590.6327;39.705032;3.0538216;1.2392744;0.955486;1187.4569;12.161205;3.651926;1.4700147;3.2187672;13637.783;267.34592;17.852537;20.518642;466.0007;276.12927;8.178081;2.0015905;1.3160286;0.9352567;375.6485;31.70065;7.3791;3.2792187;14.009989;6901.7305;76.07911;23.15321;6.377305;12.68854;248.01898;60.22361;16.951698;5.160851;13.545008;921.8613;85.27337;41.87558;2.867631;13.655802;3021.863;315.6899;69.61514;10.389983;13.319706;33.202087;1.137426;0.5138548;0.4385535;0.49226847;14.768198;3.182617;2.0207055;0.5981771;0.12554197;276.7206;6.3007956;1.1023848;0.5818576;0.9111124;214.49521;5.359922;3.6588197;1.6579789;1.0925506;3032.5308;88.23028;14.278157;9.078125;47.46955;14706.191;311.058;18.367758;11.045513;72.795494;0
364.08496;21.278952;9.671726;1.1676831;1.963108;551.37964;36.239475;2.9185095;1.1682894;1.0141617;1134.7379;11.902552;3.3283126;1.5122708;3.5724838;13281.167;267.4166;17.84947;20.702358;427.581;228.91533;7.319297;1.8795857;1.2550955;0.96557534;367.75186;29.092402;6.703646;3.254413;15.533975;6962.5884;82.134056;23.613323;6.601786;14.234787;255.91121;52.897194;14.851836;4.9810133;14.606722;809.84595;78.04586;40.43132;2.860138;14.466919;2976.4058;280.4686;64.16501;9.9502125;14.783429;33.48584;1.1339235;0.47762764;0.44510522;0.55035335;14.524905;2.935578;1.8997008;0.5805235;0.12184087;255.54604;5.5316577;1.0589931;0.5870164;0.9882127;219.63402;5.3859415;3.604075;1.6055987;1.1197164;3020.1992;94.70745;14.971346;10.084534;54.991535;14080.845;282.8409;19.246548;12.142736;81.03552;0
349.31305;20.045403;9.4552765;1.1347364;1.9589787;510.95486;32.907883;2.7789373;1.1042159;1.078042;1087.9178;11.638802;3.0552063;1.5707064;3.972872;13114.672;271.29047;18.283741;21.118095;399.68057;193.54819;6.8300605;1.6906695;1.1938324;1.0006334;362.01294;26.209826;6.120887;3.2513833;17.236536;7026.692;88.68041;24.190954;6.8481984;15.996613;269.456;47.55347;12.822921;4.8280835;15.803785;709.60266;72.160164;39.361385;2.8755674;15.383217;2939.2651;247.37183;59.348972;9.646749;16.436186;34.153484;1.1449765;0.43938547;0.44857663;0.615722;14.291561;2.6951096;1.7719598;0.5648186;0.11837205;243.11725;5.061967;0.95295036;0.5832106;1.0726327;227.44862;5.364302;3.6212316;1.6115124;1.1587555;3081.1604;101.14898;16.114807;11.15111;63.585606;13970.635;246.90096;19.70017;13.15313;90.299;0
342.38104;19.088213;9.201083;1.1334693;1.9614393;470.15228;29.662277;2.6534786;1.0544822;1.1471963;1046.0447;11.415404;2.795773;1.6348318;4.4246917;13149.111;275.3062;18.907276;21.555609;380.07632;170.22383;6.391844;1.622602;1.1587737;1.0432266;359.1846;23.686089;5.659718;3.2904556;19.101906;7086.58;95.69937;24.609987;7.125412;17.985598;288.70715;43.70396;11.344176;4.715095;17.139925;622.8745;67.44593;38.4289;2.887824;16.39535;2903.0698;216.51884;55.14855;9.445964;18.26197;35.1691;1.1521537;0.41303915;0.45433676;0.6889704;14.042672;2.454734;1.6345602;0.5519599;0.114833504;239.10179;4.6957817;0.89708185;0.57900935;1.1657956;238.18594;5.2292986;3.5628;1.5856605;1.2043394;3206.2356;107.245384;17.127245;12.236484;73.2949;14388.503;230.31947;20.000902;14.138889;100.589905;0
342.8143;18.299644;8.977319;1.1339948;1.9745237;429.67786;26.54356;2.5364125;1.0097995;1.2208213;1007.8759;11.218007;2.5329084;1.6941872;4.9252324;13390.514;280.7048;19.642132;22.103916;366.63644;156.62512;5.9746275;1.5009128;1.1065327;1.085742;359.8362;21.655582;5.3406367;3.3396342;21.12769;7131.429;103.47731;25.171549;7.4110627;20.197226;313.95734;40.31926;9.434441;4.6242185;18.616516;548.62665;63.723076;37.64534;2.9262254;17.498411;2873.4504;185.59534;51.247738;9.285567;20.313015;36.52518;1.1697558;0.38366398;0.4596479;0.77001923;13.758083;2.2283893;1.4951108;0.5412507;0.11199997;241.66675;4.4132905;0.8289971;0.5716848;1.265885;251.89407;5.222514;3.5753245;1.5737451;1.2558317;3392.4148;114.03537;18.28558;13.419957;84.14035;15232.656;220.43147;20.44907;15.150986;111.881004;0
349.63132;17.74562;8.824296;1.1184103;1.9919024;389.60303;23.821608;2.3891757;1.0037988;1.2986848;973.88666;11.068071;2.362571;1.7637718;5.471781;13855.239;287.5422;20.374922;22.778378;357.90714;150.56688;5.651404;1.3987212;1.0469455;1.1323955;368.5967;20.006397;5.1747303;3.399764;23.300306;7153.2603;111.90534;25.804707;7.711184;22.624725;345.26315;37.946037;8.548937;4.5736637;20.204988;486.52545;61.010593;36.895164;2.9579847;18.677383;2860.0125;159.67291;48.213856;9.167682;22.543625;38.224243;1.1947643;0.35445142;0.4659758;0.8585587;13.4172735;2.0237525;1.354095;0.53434515;0.10998437;249.78966;4.193577;0.7577329;0.5673658;1.3733577;268.80417;5.293908;3.591476;1.578278;1.311528;3642.53;121.410774;19.54343;14.642602;96.0869;16454.322;214.50095;21.087934;16.2026;124.13021;0
363.1102;17.41502;8.737889;1.1101458;2.0163734;349.5297;21.10217;2.3162193;0.96221495;1.3849949;944.43616;10.955635;2.2532206;1.8345591;6.060711;14572.46;295.15494;21.460106;23.49155;352.69894;150.20932;5.423532;1.3359337;0.99327594;1.1840276;386.63916;18.622568;5.0881968;3.4684958;25.594128;7148.323;120.89456;26.479229;8.014814;25.258463;382.87485;36.54445;7.8992653;4.552908;21.910898;442.2145;58.994785;36.15109;2.9817727;19.922087;2870.4763;140.02675;45.350906;9.086476;24.953974;40.325027;1.2237184;0.33247545;0.4730779;0.9545746;13.4196415;1.841304;1.2207756;0.5273282;0.107885726;263.18625;4.036521;0.7165658;0.56853545;1.4866239;289.32846;5.408282;3.6199586;1.5915765;1.3716574;3962.786;129.28592;20.867928;15.897412;109.052475;18046.467;210.17181;21.893707;17.271084;137.26645;0
383.6484;17.292318;8.702337;1.1032213;2.0450938;310.2558;17.839237;2.2519748;0.95188886;1.4707308;919.5627;10.906107;2.2046027;1.9077821;6.688318;15573.572;303.99445;22.610516;24.260027;350.33453;154.64706;5.273831;1.2871985;0.9630226;1.2422845;412.10712;17.428228;5.0588093;3.5569088;27.975698;7113.3467;130.31516;27.218367;8.315321;28.077238;427.31534;35.881752;7.485843;4.5508013;23.713943;410.309;57.932407;35.41518;3.032483;21.195812;2909.8657;124.569496;42.924793;9.05116;27.519999;42.899017;1.2562717;0.31000492;0.4801164;1.056886;13.492371;1.689375;1.0852498;0.5228531;0.10647156;281.86447;3.9363866;0.68082464;0.5700366;1.6035814;314.02255;5.563401;3.658943;1.6138688;1.4348562;4360.7676;137.57358;22.24401;17.163448;122.91833;20026.05;206.31393;22.664711;18.36864;151.1458;0
411.70612;17.373955;8.70653;1.1003088;2.0763333;272.93878;15.017261;2.1810331;0.9353194;1.5525858;899.35944;10.875055;2.1342363;1.9837866;7.354354;16887.393;314.7482;23.807293;25.020357;350.30295;163.27054;5.1674495;1.2552116;0.94262916;1.3074782;444.48538;16.42446;5.1137447;3.6466877;30.40356;7046.717;139.96957;27.927378;8.610869;31.057573;479.14517;35.83856;7.221762;4.585671;25.587307;388.48627;57.74112;34.67838;3.0954726;22.482761;2982.2234;112.414986;40.92251;9.039593;30.208178;46.02739;1.2960478;0.2931668;0.48685482;1.1648076;13.59222;1.5687675;0.958485;0.51903135;0.10563534;305.85098;3.878621;0.6633692;0.5710036;1.7210664;343.5044;5.761065;3.7103703;1.6441425;1.500142;4845.7925;146.20584;23.656485;18.40385;137.52158;22422.01;203.02606;23.112606;19.41017;165.61017;0
447.5828;17.684553;8.742478;1.0943656;2.1095564;238.45659;12.901812;2.1619916;0.92879647;1.6335497;883.7746;10.755168;2.0951855;2.055127;8.052162;18539.69;327.29834;25.069305;25.763187;352.1632;175.83366;5.0724955;1.256327;0.9196157;1.3806049;483.89816;15.623488;5.2008696;3.7514856;32.838768;6947.105;149.69681;28.478056;8.872402;34.16423;539.079;36.321804;7.048252;4.6302204;27.513527;374.76047;58.448975;33.92375;3.1721146;23.76077;3090.259;103.491035;39.33876;9.085013;33.000587;49.795383;1.3431872;0.27939674;0.49339584;1.2775358;13.710581;1.4598882;0.8474724;0.51658;0.10549565;335.22916;3.8882325;0.6459781;0.5745798;1.8403852;378.39276;6.008587;3.76206;1.6811644;1.5661284;5428.2075;155.1502;25.083618;19.602394;152.69429;25268.53;201.30415;24.038452;20.435602;180.55116;0
491.62772;18.223886;8.759833;1.0874673;2.1419547;207.15198;11.215672;2.125456;0.9268652;1.7086205;872.9148;10.673389;2.0998855;2.124221;8.779278;20555.742;342.1012;26.433489;26.461723;355.36548;192.27681;5.0417624;1.2519931;0.9055943;1.4578781;530.70764;15.01785;5.325265;3.868743;35.239708;6813.791;159.51283;29.131538;9.123372;37.36128;607.8555;37.275997;6.959915;4.6974683;29.463234;368.08096;59.953754;33.122997;3.2268777;25.00132;3235.174;97.47516;38.002747;9.146739;35.84977;54.28826;1.3918391;0.26685968;0.49912405;1.3940204;13.850406;1.3752685;0.7276504;0.51393783;0.105664045;370.14084;3.9306226;0.62107885;0.5721847;1.955442;419.2421;6.2943535;3.8232794;1.7217336;1.6316197;6119.1113;164.30861;26.505836;20.725767;168.2073;28604.184;199.45296;24.77362;21.35498;195.68544;0
544.4709;18.945602;8.830754;1.0801702;2.173928;178.77191;9.8273735;2.0969684;0.93025345;1.777846;867.48517;10.748867;2.1123059;2.1735036;9.526081;22964.252;359.20642;27.801197;27.075733;361.04712;212.67873;5.1112556;1.270602;0.891422;1.5397775;585.3653;14.602167;5.4760876;3.9953842;37.562637;6649.3784;169.26364;29.658596;9.306955;40.626743;686.1505;38.740902;6.91665;4.7936916;31.410753;368.78348;62.260727;32.145393;3.290528;26.184437;3416.801;93.75882;36.926296;9.243586;38.71971;59.58373;1.441721;0.2576725;0.50376594;1.5136353;14.039286;1.3243729;0.6300209;0.51186365;0.10606111;410.75763;3.9966395;0.6080209;0.5818649;2.0661368;466.60654;6.6209507;3.8834717;1.7681326;1.6960933;6930.211;173.55981;27.82595;21.819893;183.82297;32467.53;195.96814;25.32511;22.320267;210.90561;0
606.7224;19.86748;8.922541;1.0719439;2.2035286;153.2554;8.821185;2.1101916;0.93674034;1.8405879;869.1603;10.869042;2.1172884;2.2262065;10.280523;25794.377;378.59082;29.127466;27.571198;369.2386;237.23308;5.2487307;1.2942373;0.87967354;1.6232893;648.3972;14.350362;5.6468;4.125981;39.75859;6461.028;178.78792;30.03105;9.456991;43.91404;774.5435;40.637024;7.013162;4.871997;33.316578;376.38834;65.05019;31.233297;3.3624704;27.2908;3634.5881;91.87387;36.109467;9.351425;41.554474;65.75099;1.4954097;0.25080642;0.50749743;1.6350852;14.593538;1.2965727;0.54678315;0.50988823;0.10676146;457.25565;4.1099505;0.60616994;0.57793313;2.1719217;520.9714;7.0067177;3.9439547;1.8179826;1.7582022;7872.23;183.07089;29.134432;22.788681;199.28856;36892.28;192.06409;26.148233;23.084232;226.0044;0
678.80005;20.988302;9.019794;1.0659333;2.230497;132.17184;8.078884;2.1319537;0.9442797;1.8987137;880.225;11.043845;2.1188462;2.2705364;11.030248;29069.975;400.26013;30.399317;27.940666;378.38766;266.1681;5.415479;1.3274167;0.86663806;1.708264;720.32666;14.235992;5.8343396;4.263719;41.780525;6259.6494;188.04866;30.250416;9.558479;47.171;873.4567;42.793148;7.0718966;5.008331;35.16384;389.9533;68.091484;30.612772;3.4266417;28.261448;3888.121;91.65657;35.533794;9.491774;44.29971;72.85613;1.5546943;0.24509132;0.5101638;1.7557586;15.406875;1.2875602;0.4750862;0.5083583;0.107623726;509.84955;4.2462873;0.5954452;0.57158244;2.2665703;582.76624;7.443732;4.0087943;1.8754762;1.8173858;8954.931;192.77502;30.361439;23.664854;214.28319;41905.777;189.44458;26.69215;23.785318;240.72874;0
761.05994;22.307491;9.107665;1.0628237;2.2595184;116.21371;7.527134;2.1620412;0.9527523;1.9482085;902.14343;11.298586;2.1469195;2.2965467;11.767092;32808.72;424.08514;31.555946;28.201206;387.949;299.68832;5.6252427;1.3665049;0.8536605;1.792493;801.6727;14.248193;6.027258;4.4103684;43.585598;6060.4023;196.99791;30.32705;9.604365;50.343876;983.0408;45.319702;7.203123;5.12761;36.915752;408.9691;71.707596;29.686722;3.4988036;29.094181;4176.3687;92.5871;35.149673;9.688302;46.94433;80.9546;1.6190985;0.24169524;0.5119008;1.8741859;16.38966;1.2897761;0.42350364;0.50641066;0.10864015;568.62225;4.3927026;0.59716547;0.568319;2.3519588;652.3085;7.926478;4.0692725;1.9328568;1.8721805;10187.227;202.63242;31.492933;24.433622;228.50836;47527.08;187.37914;27.098225;24.415066;254.93727;0
854.06885;23.784996;9.16358;1.0517366;2.2956758;104.38121;7.1431994;2.1965833;0.95981926;1.9890949;935.5037;11.539383;2.1796327;2.329277;12.4683075;37021.617;449.64966;32.61003;28.214811;397.70645;338.01123;5.874918;1.4088221;0.84280956;1.8758804;892.6732;14.32757;6.268398;4.5827937;45.167477;5882.9995;205.66972;30.241686;9.5824995;53.3517;1103.1613;48.269154;7.410294;5.2588434;38.58556;433.64648;75.86705;28.856129;3.5588865;29.758926;4497.1743;94.54537;34.81736;9.865639;49.431805;90.08462;1.6871536;0.23931837;0.51457757;1.9870415;17.515522;1.3054082;0.38351023;0.50472724;0.11027372;633.4975;4.5574274;0.60804975;0.56685287;2.4244518;729.83514;8.447733;4.123236;1.9965103;1.9225312;11576.502;212.5153;32.531498;25.024008;241.69012;53764.23;187.27975;27.808634;24.791739;268.4648;0
957.8704;25.450203;9.150924;1.0464598;2.334686;98.13199;6.922745;2.2353349;0.9655964;2.0182574;980.1814;11.730156;2.1976957;2.3349564;13.1265135;41708.164;476.4079;33.527443;28.229515;407.32812;381.38394;6.147851;1.4519354;0.8244142;1.9555309;993.19617;14.429514;6.439118;4.74791;46.47959;5748.756;214.21344;29.86446;9.540664;56.16942;1233.3778;51.639767;7.679311;5.413546;40.149662;464.06848;80.52197;28.296528;3.6109154;30.25119;4849.0464;97.65985;34.665314;10.117641;51.71796;100.26254;1.7569928;0.23685268;0.51588696;2.0932953;18.781363;1.330205;0.3534474;0.50296855;0.11207784;704.1831;4.7094126;0.6366131;0.57383037;2.4857786;815.4282;8.9987135;4.1695;2.0630972;1.9696467;13126.15;222.30885;33.473373;25.523819;253.5888;60604.508;189.5322;28.618374;25.325895;281.14706;0
1072.06;27.290627;9.180563;1.0369658;2.3827589;95.771805;6.8031034;2.285469;0.9714808;2.036171;1035.7423;12.02462;2.218623;2.331872;13.74263;46851.836;504.20038;34.235058;27.960337;416.80707;430.01666;6.4409447;1.5036261;0.8092091;2.0325403;1103.0782;14.604736;6.6449175;4.9512753;47.49438;5677.4004;222.70154;29.35802;9.508942;58.741856;1372.8889;55.3701;7.999299;5.597834;41.561142;500.11615;85.5943;27.788275;3.6784098;30.568195;5230.54;101.41913;35.081474;10.535921;53.79788;111.47697;1.8293394;0.2385469;0.5176387;2.1914494;20.180683;1.360152;0.3276266;0.49902043;0.11418342;780.13745;4.8218694;0.6386192;0.5701849;2.5351155;908.87524;9.569406;4.2059655;2.1272156;2.0152798;14834.453;231.99428;34.328503;25.938002;264.0055;68004.49;192.30466;28.969376;25.560257;293.02527;0
1195.9845;29.287807;9.158647;1.0310785;2.4329102;95.38536;6.804259;2.3316169;0.97391534;2.0428338;1101.3226;12.475104;2.2416842;2.3164365;14.314361;52416.215;532.4496;34.72405;27.668007;426.1257;483.98907;6.7344294;1.5445917;0.7927024;2.1066132;1221.9916;14.827965;6.834396;5.17162;48.21116;5676.962;230.75034;28.598486;9.431486;61.16162;1520.5964;59.43902;8.371598;5.7859516;42.857254;541.9237;91.08821;27.457794;3.727482;30.720907;5637.4844;105.267;34.85287;10.877009;55.605713;123.673615;1.9033307;0.24029444;0.51878834;2.2814326;21.721945;1.3981442;0.30700663;0.4953413;0.11663325;860.4859;4.997141;0.66307354;0.57478803;2.56685;1009.82434;10.150274;4.2413044;2.1861951;2.0633492;16694.848;241.21724;35.14607;26.205914;272.8444;75888.266;193.43864;29.338362;26.205593;303.89493;0
