delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
6795.9795;57.17961;5.5343676;1.4899187;6.190436;119.00555;4.1195536;1.2393459;1.1501458;4.269392;18158.87;193.20638;15.279441;6.909403;49.375725;2236793.2;57485.414;12562.117;4737.945;77839.555;4048.4832;53.381645;3.1446788;2.2329295;9.583586;4713.3804;45.605347;8.5374;12.824966;216.574;11648.63;392.65485;29.136847;15.598596;132.60341;5610.0317;77.04259;11.697665;11.950439;186.83061;11216.337;141.8957;6.22409;5.8380923;37.270832;9074.923;169.2196;21.1688;13.340947;153.48714;1727.976;18.937735;1.749649;1.3129228;7.5812473;66.776375;0.45382276;0.17678587;0.24452877;0.13775398;319.919;4.470144;0.38988286;0.45118123;10.5628395;5752.908;41.91281;3.2701375;1.0668505;0.31915727;219202.31;2442.0518;210.9404;95.68416;670.2958;102968.87;1191.9386;93.4073;51.70642;759.2196;1
7088.738;57.43822;5.100171;1.4549462;6.032967;119.81793;3.9525676;1.1826059;1.0857494;4.165071;18779.342;193.34882;14.3924055;6.715873;48.397205;2166784.2;51561.883;11251.139;4376.951;71222.18;4254.1323;53.062263;2.9805932;2.190712;9.413396;4933.8076;46.008163;7.990833;12.088671;212.00325;12279.672;392.38086;27.46775;15.317818;130.3914;5876.946;77.634224;10.913091;11.367098;183.01274;11636.357;141.14557;6.096026;5.648605;36.344833;9391.885;168.37965;19.665913;12.818687;149.95895;1798.6305;19.032207;1.6771399;1.256843;7.3787317;69.25991;0.43680328;0.16736224;0.242989;0.13851805;338.57004;4.5225663;0.3739346;0.43907475;10.400815;5989.287;42.160507;2.9923117;1.0584949;0.30596823;226640.1;2438.019;198.10269;92.1248;653.2843;106981.516;1197.9786;88.102066;49.802853;743.2051;1
7333.339;57.22069;4.7493114;1.400866;5.81125;119.62019;3.7557075;1.1244446;1.0159831;4.0146174;19256.502;191.82553;13.702814;6.4415765;46.86615;2084572.0;45966.812;10108.294;4008.4204;64430.953;4436.816;52.359634;2.8201973;2.1275008;9.140236;5126.179;46.04961;7.458577;11.2205925;204.90483;12848.522;388.99817;25.830872;14.881884;126.664474;6109.3403;77.64389;10.187922;10.655387;177.01892;11970.131;139.19753;6.022499;5.413059;34.99853;9638.772;166.19429;18.178728;12.2157;144.65472;1856.1647;18.96912;1.6059836;1.1887281;7.094265;71.20879;0.42042238;0.1585806;0.2411673;0.13853268;355.21347;4.5461845;0.35849148;0.42409068;10.120142;6185.095;42.099144;2.7612689;1.0426903;0.29089868;232391.3;2413.9233;187.05853;87.77775;628.5745;110217.9;1193.4153;83.30782;47.491432;718.398;1
7521.3574;56.461765;4.336898;1.3356261;5.530928;118.40845;3.5293276;1.0613873;0.9437852;3.823733;19571.713;188.65698;12.492516;6.1980095;44.8164;1989932.8;39867.457;8738.128;3668.357;57002.754;4591.068;51.292946;2.7043545;2.039063;8.774655;5284.5522;45.758392;6.946941;10.2900305;195.51045;13337.138;382.48993;24.254763;14.321208;121.54713;6299.994;77.03543;9.486931;9.86571;169.04437;12204.728;136.0231;5.7782755;5.167036;33.287937;9805.272;162.69478;16.492418;11.556441;137.79597;1898.414;18.769043;1.5070835;1.121415;6.7353787;72.564835;0.4101699;0.14907317;0.23838551;0.13786778;369.32816;4.5476127;0.34377244;0.40770045;9.730796;6333.6606;41.701653;2.5343838;1.0270286;0.2759632;236221.77;2369.082;170.4227;83.67625;597.15546;112555.47;1179.0565;76.79831;45.150757;685.8107;1
7644.44;55.259544;3.884662;1.2719836;5.195492;116.275024;3.2668378;0.997902;0.87294066;3.5986478;19707.357;184.16345;11.734846;5.826837;42.346478;1884076.1;35075.332;7390.452;3229.6301;49822.96;4712.592;49.864178;2.5401945;1.9503992;8.328442;5402.9336;45.123062;6.3490787;9.335429;184.1342;13732.811;372.94016;22.749207;13.6638;115.21831;6441.9023;75.83095;8.684718;9.099844;159.35045;12327.691;131.69524;5.701155;4.8223934;31.27214;9883.559;158.07649;15.104627;10.790709;129.61597;1923.3771;18.455994;1.4330618;1.0386298;6.3197956;73.27505;0.40078676;0.14001118;0.237123;0.13626544;380.43982;4.529892;0.32985502;0.39082706;9.24525;6428.3545;41.01242;2.2260323;0.99511534;0.26150426;237903.08;2306.9888;160.22946;77.85794;560.4153;113875.516;1157.6359;73.05152;42.09417;646.5839;1
7696.616;53.697945;3.5542588;1.2080431;4.826117;113.18891;2.9971926;0.93247044;0.80381477;3.3459558;19650.994;178.32198;11.032013;5.4606996;39.543453;1770775.4;30885.047;6249.672;2795.8157;42992.406;4796.985;48.085087;2.4466472;1.8448782;7.812938;5476.0015;44.261333;5.8295426;8.389415;171.20186;14025.009;360.66058;21.56088;12.918592;107.8843;6528.7637;74.15664;8.027121;8.314431;148.2968;12328.568;126.4171;5.6293383;4.4857845;29.013098;9876.787;152.59947;13.8036;9.993244;120.37515;1929.1251;18.015116;1.3657428;0.9584352;5.860506;73.30858;0.38413364;0.13033696;0.232678;0.13360466;388.72662;4.504882;0.3161612;0.3726123;8.680103;6461.925;40.042507;2.0504055;0.97182155;0.24481224;237255.64;2229.056;149.4952;72.49137;519.2467;114205.11;1129.784;69.10946;39.2071;601.9313;1
7683.4473;51.910233;3.1636693;1.1295147;4.4348774;109.10721;2.749266;0.85548204;0.737868;3.076045;19422.3;171.44165;10.253345;5.022741;36.46079;1652133.8;26884.734;5233.137;2379.585;36588.926;4839.223;45.94608;2.3846405;1.7378268;7.24531;5501.8477;43.12373;5.371667;7.436324;157.15137;14204.074;346.0605;20.611153;12.142883;99.79078;6559.11;72.00004;7.430387;7.4986534;136.25835;12217.147;120.50103;5.510829;4.121573;26.595749;9785.693;146.51831;12.701361;9.200452;110.4003;1919.0303;17.472572;1.2935032;0.8778718;5.370512;72.63999;0.36944076;0.12372757;0.22871172;0.1307776;393.67953;4.482432;0.30724427;0.3540916;8.054288;6443.5757;38.966164;1.8584435;0.9275359;0.23008284;234636.17;2140.1003;138.65266;66.37452;475.04413;113556.44;1097.5032;65.513794;36.251034;553.4136;1
7600.472;49.912117;2.866513;1.0588509;4.0214877;104.481316;2.5173025;0.7895779;0.67484146;2.7969992;19021.408;163.8366;9.688861;4.6204143;33.219017;1529869.9;23268.871;4313.6978;2000.9086;30734.201;4842.3315;43.69082;2.255634;1.6255116;6.651439;5478.8833;41.79709;4.8926477;6.550686;142.4639;14275.157;330.25836;19.575977;11.354429;91.22003;6532.2285;69.51933;6.8471107;6.746522;123.6561;12004.026;114.08287;5.4416633;3.7551775;24.089283;9607.085;140.28009;11.812461;8.445898;100.03111;1891.3439;16.896406;1.2304982;0.8044917;4.8657265;71.27551;0.36004826;0.112616554;0.2248972;0.1272369;394.99103;4.4621415;0.29249555;0.3379784;7.386534;6368.019;37.77942;1.6996877;0.8895485;0.21333699;229938.02;2042.8641;130.52963;60.515312;429.44476;111853.66;1062.7378;62.916466;33.308167;502.6935;1
7447.1333;47.909447;2.6458602;0.9953338;3.6061327;99.29985;2.2884684;0.72291034;0.6193108;2.5178592;18449.67;156.33244;9.261754;4.2289767;29.929197;1406237.1;20088.8;3462.1384;1668.746;25512.287;4803.5044;41.385788;2.2139337;1.515373;6.0434103;5405.82;40.39195;4.5080204;5.7388816;127.5818;14230.878;314.536;19.026222;10.538979;82.48668;6445.955;66.895;6.3957825;6.0446978;110.86423;11681.42;107.71136;5.4254384;3.424596;21.576363;9344.132;134.57591;11.151601;7.708811;89.601654;1846.0267;16.374039;1.1875046;0.73742956;4.3644323;69.23302;0.3520876;0.10614786;0.22063783;0.12298684;392.54828;4.4638443;0.29102266;0.32268587;6.700356;6234.086;36.551044;1.5966367;0.84841436;0.19766648;223177.73;1947.7953;124.22482;54.87762;383.84323;109126.33;1032.1848;61.000603;30.5273;451.33514;1
7226.946;46.098957;2.4504054;0.93632615;3.205596;93.59454;2.0794384;0.65336126;0.56778216;2.24612;17722.297;148.96915;8.870522;3.8369112;26.694983;1283522.2;17206.223;2746.1667;1383.8203;20951.957;4720.014;38.97778;2.179179;1.3907725;5.43013;5283.551;39.092514;4.182286;5.0230627;112.97298;14057.821;298.1891;18.43602;9.697048;73.7709;6301.093;64.44445;6.034404;5.432255;98.28659;11256.874;101.523674;5.4276886;3.1119208;19.147758;9003.863;129.24037;10.477298;7.089058;79.3964;1784.3884;15.903503;1.145217;0.6746959;3.874887;66.55978;0.34408525;0.09745852;0.21784;0.11795931;386.43005;4.4903374;0.28723314;0.30880398;6.0159883;6044.8555;35.529346;1.528432;0.81763744;0.18494733;214532.84;1853.0251;117.48734;50.30771;339.75485;105458.83;1008.59216;58.4603;28.50042;401.08502;1
6946.472;44.402367;2.266418;0.88396555;2.8402245;87.53069;1.8892316;0.59013957;0.5223182;1.9880168;16861.92;143.5661;8.5519285;3.552955;23.582317;1163705.1;14670.387;2231.0786;1168.2712;17070.947;4592.984;36.569744;2.139743;1.283524;4.8370185;5115.489;37.86595;3.9474306;4.4273686;99.07156;13753.426;283.5665;17.973751;8.965744;65.270386;6101.6475;62.110077;5.7056847;4.9537253;86.32334;10743.273;96.43625;5.3602667;2.8535252;16.806606;8596.289;126.86493;10.129348;6.5074854;69.57539;1708.3716;15.571284;1.1072747;0.62332165;3.4106028;63.32067;0.33641845;0.09220719;0.21574628;0.11305554;376.80594;4.525494;0.28472748;0.29815474;5.3532906;5805.946;34.84485;1.453777;0.79795325;0.17609437;204270.19;1778.53;113.35175;45.942978;297.68573;100975.836;1001.7241;57.882866;26.459642;352.7988;1
6614.052;43.30618;2.2038162;0.8561653;2.505615;81.264366;1.721559;0.53245664;0.4829894;1.747965;15893.6455;140.188;8.47458;3.3315706;20.627884;1048374.6;12639.619;1793.0062;1010.84467;13883.174;4425.946;34.417385;2.117812;1.1754595;4.290612;4907.033;36.618378;3.8071885;3.9836724;86.17156;13323.193;274.84906;17.734406;8.303149;57.28883;5854.1445;60.062405;5.5617876;4.557616;75.21052;10155.802;93.12732;5.4256983;2.6290896;14.667698;8132.468;125.35783;9.734937;6.065689;60.54406;1620.1572;15.352954;1.0877559;0.5865046;2.9778154;59.60872;0.3324204;0.08842866;0.21541859;0.10826813;363.91156;4.5683274;0.28635696;0.29006967;4.722054;5524.603;34.434147;1.4611951;0.76501423;0.16855386;192688.5;1734.8888;111.338585;43.491673;259.37924;95816.39;1000.1006;57.690685;25.34131;308.32498;1
6238.996;42.645405;2.041252;0.8424118;2.2014513;74.95621;1.5832574;0.4801389;0.45022708;1.529265;14843.012;137.76866;8.243427;3.0269866;17.999708;938740.1;11467.484;1405.4376;871.17255;11211.531;4224.1655;33.12416;2.129282;1.1086478;3.783472;4664.557;36.1006;3.7013302;3.7069004;74.44905;12779.324;268.84372;17.599457;7.75553;50.024117;5566.17;59.178837;5.452615;4.3221426;65.092026;9510.556;90.40134;5.385732;2.3585374;12.705767;7624.413;124.65679;9.534183;5.5510006;52.385876;1522.021;15.206744;1.0487887;0.53461945;2.5890849;55.55124;0.33332628;0.08566242;0.21650489;0.103586726;348.06717;4.6256433;0.28672707;0.281028;4.1313972;5208.7104;34.20848;1.4169701;0.75461555;0.16403972;180097.11;1703.4521;108.28754;39.014935;224.01366;90125.2;1003.13965;57.45515;23.42824;267.22577;1
5831.2505;42.179962;2.0027096;0.843062;1.9559792;68.74866;1.4925768;0.43146566;0.4204066;1.3313017;13736.626;135.7348;8.273077;2.9157085;15.919602;835077.3;10447.343;1342.1132;812.4077;9150.905;3993.9126;32.11019;2.126642;1.0392952;3.3053746;4394.1475;35.819645;3.644061;3.4317167;63.91679;12138.686;264.53897;17.553442;7.2551246;43.444294;5245.048;58.66133;5.401062;4.084473;55.970467;8824.72;88.02773;5.3978515;2.1516547;10.885327;7085.316;124.46788;9.481466;5.128806;44.64698;1416.5093;15.080878;1.0369825;0.5028317;2.2460618;51.289635;0.33737245;0.08444692;0.21870713;0.099350065;329.7214;4.686872;0.28942987;0.2741202;3.577788;4866.765;34.0899;1.4299796;0.7482298;0.16816287;166822.92;1677.9885;107.73338;36.845196;192.40823;84060.26;1009.038;58.111626;22.097395;226.87207;1
5401.6616;41.98556;1.935063;0.84072816;1.7174587;62.721752;1.4168519;0.3873415;0.39339978;1.1460766;12601.626;134.40736;8.205884;2.7210157;13.948312;736982.5;8877.012;1263.0122;768.5138;7389.3213;3741.974;31.165466;2.1530802;1.0062742;2.84925;4104.024;35.573895;3.5963528;3.1551878;53.88198;11421.132;261.26126;17.714594;6.905972;37.13115;4900.2847;58.246727;5.401288;3.8541665;47.242104;8115.2095;86.439514;5.4434977;1.9520272;9.392252;6528.0913;125.089195;9.41593;4.7699914;37.94212;1306.295;15.021019;1.0160316;0.47332186;1.952155;46.95182;0.34338877;0.08361831;0.22206603;0.0953932;309.42578;4.760071;0.29167578;0.26969784;3.0607674;4507.692;34.15088;1.4251064;0.7572569;0.17046663;153191.06;1663.9838;106.05572;34.251705;166.24579;77779.43;1020.3934;58.467106;21.09873;192.34526;1
4960.0396;42.41233;1.9323019;0.8313883;1.4922873;56.99597;1.3571879;0.34806663;0.37021178;0.97778827;11460.678;134.5404;8.275513;2.6842048;12.115138;644431.75;7735.9497;1095.3087;695.38385;5833.2124;3475.4524;30.367651;2.1588683;0.97120345;2.4352405;3800.6323;35.52324;3.591396;2.9350913;44.76287;10649.245;258.76886;17.892288;6.5682383;31.367706;4539.7695;58.167328;5.4298725;3.661494;39.312557;7397.903;85.73066;5.4930587;1.9116993;8.102145;5964.2563;126.573364;9.525533;4.5586762;31.988632;1193.841;15.0728445;1.0096536;0.45540506;1.6830103;42.675762;0.3517355;0.08406931;0.2264308;0.09149897;287.80865;4.8470397;0.2958383;0.26669866;2.5844426;4139.6445;34.659744;1.4371217;0.74924076;0.17111555;139479.08;1668.1581;106.203384;34.034977;143.66791;71423.516;1040.2441;59.94153;20.96651;162.65971;1
4514.766;42.996986;1.9207909;0.8543743;1.3061886;51.48889;1.3025713;0.32123;0.35639575;0.82947767;10330.109;134.95107;8.230925;2.6240442;10.547126;558011.56;7230.9253;921.05316;606.8109;4570.208;3200.8203;29.904316;2.1849272;0.94014966;2.0920215;3490.4155;35.913006;3.6171353;2.7691805;36.699596;9840.931;257.16843;18.148163;6.306951;26.270155;4171.3076;58.668907;5.4998555;3.5217955;32.288776;6684.0454;85.066055;5.476529;1.8339139;7.0130534;5400.612;127.804054;9.505698;4.3681583;26.927765;1081.0979;15.158482;0.99366397;0.4395175;1.4512333;38.59601;0.35850632;0.083630845;0.23312198;0.08851275;265.44186;4.9400516;0.29938003;0.2646205;2.1603584;3769.733;35.3032;1.4605833;0.7613097;0.17701682;125885.83;1673.117;104.07387;32.437534;124.787;65095.66;1060.809;60.44327;20.306757;137.86276;1
4072.98;43.14309;1.9783281;0.8822361;1.1287528;46.816284;1.238871;0.29160923;0.34907725;0.70170903;9225.542;133.52788;8.5026865;2.653113;9.097668;478933.56;6786.363;826.2792;508.20068;3562.5906;2925.1323;29.653988;2.1612854;0.8984446;1.8296245;3178.5188;36.35375;3.5333095;2.5665953;30.004942;9022.79;256.52966;18.372229;6.04233;21.939718;3800.9536;59.197178;5.466655;3.3287177;26.415897;5983.786;83.24916;5.534053;1.8231522;6.0518036;4847.0386;128.23268;9.77618;4.269435;22.4735;970.111;15.103021;0.9936299;0.43458998;1.2441542;34.827168;0.36337614;0.08605127;0.23890875;0.08549691;242.96735;5.031609;0.30503082;0.26471537;1.7982969;3403.743;35.653133;1.5398088;0.7815063;0.18543342;112600.81;1654.6858;106.61202;33.04267;107.92297;58904.79;1069.8474;63.09661;20.634537;116.521416;1
3644.8125;43.139786;1.992857;0.8671611;0.96664125;43.505806;1.1872375;0.2656947;0.34492803;0.5889882;8173.8765;132.40244;8.572506;2.480639;7.6896214;408460.34;6339.2764;716.0126;397.62158;2774.7544;2653.8032;29.179638;2.2345848;0.9170854;1.6169488;2869.1772;36.29919;3.616458;2.466661;24.463305;8219.97;255.82767;18.856558;5.9456606;18.513668;3433.5984;59.03744;5.6437397;3.218335;21.569462;5318.785;81.99198;5.5124516;1.730681;5.1308417;4327.637;129.4334;9.975487;4.088344;18.596325;864.13916;15.062055;0.98508996;0.41969392;1.0523455;31.377485;0.36910403;0.087389424;0.24431758;0.08361173;221.13081;5.125439;0.31067064;0.26617166;1.4956692;3050.281;35.8225;1.5717411;0.76736957;0.1892882;100022.27;1644.1188;107.39787;31.14707;91.52169;53273.055;1081.5297;64.8281;19.803684;97.35046;1
3253.491;43.61194;1.9560603;0.8555842;0.81219655;40.646896;1.153695;0.2481605;0.3440865;0.4964905;7255.4204;132.45213;8.609483;2.3864746;6.430636;347712.06;5995.922;631.07605;317.23694;2162.9595;2391.7231;28.317028;2.2719963;0.9241901;1.4411603;2567.8137;36.226746;3.6569557;2.3586912;19.929543;7447.2773;253.42085;19.132654;5.8341193;15.804311;3077.475;58.97256;5.7418413;3.1476583;17.66175;4758.2993;81.46272;5.532567;1.6357704;4.2674546;3920.4321;131.02345;10.219731;3.963064;15.359152;772.01843;15.091027;0.97131896;0.40789708;0.89042014;28.226585;0.38114896;0.089012235;0.25091985;0.08094538;202.31546;5.2062073;0.31689182;0.26863712;1.241634;2732.6665;36.375435;1.5763087;0.76722896;0.1783962;89334.7;1648.6528;107.726944;29.752598;75.86333;48620.582;1101.1882;66.38697;19.343853;80.15581;1
2927.1074;44.168674;1.996687;0.83584845;0.67748034;38.136765;1.126255;0.23022562;0.34494677;0.41854876;6506.741;132.6679;8.677002;2.2543669;5.4029775;298108.72;5718.865;567.0943;262.85217;1705.472;2146.5137;27.95128;2.292396;0.9042885;1.2854471;2302.6416;36.47492;3.701138;2.2286835;16.309914;6705.0645;252.2507;19.464153;5.7374907;13.643723;2784.066;59.32597;5.8828173;3.0397758;14.548637;4292.693;81.068054;5.551654;1.5462042;3.5490422;3582.19;132.64996;10.511742;3.8440428;12.797069;696.6451;15.1236925;0.9584761;0.40092874;0.7612182;25.322428;0.39297482;0.091047056;0.25826576;0.07805864;187.03157;5.272572;0.32156402;0.27277765;1.0277991;2466.5679;36.973625;1.6083608;0.75529295;0.15948711;80465.38;1654.6234;108.5384;28.101925;62.474804;44607.17;1121.1392;68.17643;18.747156;65.46585;1
2652.1255;44.718666;2.0606127;0.8285857;0.58052206;35.943897;1.10154;0.21475932;0.34806576;0.3546606;5874.7085;132.98495;8.756432;2.2223864;4.64504;258442.98;5464.736;514.47595;231.57661;1359.04;1926.8214;27.75293;2.306972;0.9042853;1.1410956;2089.7075;36.739613;3.7422426;2.1207724;13.414257;6065.8037;252.62708;19.784134;5.764894;11.892031;2541.7373;59.688686;6.0188665;2.9541903;12.047679;3893.0928;80.7949;5.593986;1.503573;3.026192;3289.9563;134.45189;10.815043;3.824192;10.877439;632.5791;15.187875;0.9471647;0.3998725;0.6627683;22.648561;0.40891913;0.09346753;0.2665019;0.07597533;173.65837;5.3532;0.330479;0.27965787;0.8509212;2238.8247;37.52782;1.6398824;0.75382334;0.14615102;72878.62;1661.5552;109.25293;27.632666;53.04767;41095.582;1140.0471;69.886;18.54018;53.990074;1
2415.0479;45.328346;2.1068146;0.83886653;0.53563267;34.023006;1.0814477;0.20035346;0.35343373;0.3034855;5330.901;133.7569;8.800694;2.2510178;4.152159;226045.27;5225.109;479.05692;221.24518;1100.0482;1733.3696;27.534481;2.3076932;0.8745868;1.0065821;1906.5812;36.962673;3.7819598;2.0229816;11.098368;5545.165;253.29895;19.996334;5.716198;10.486416;2331.466;60.002453;6.1433797;2.8805633;10.032936;3546.2705;80.92602;5.6023088;1.5219316;2.6458972;3031.4004;136.35498;11.094191;3.8085759;9.381428;576.8706;15.324218;0.93133974;0.4077778;0.5915409;20.209354;0.42336828;0.094560966;0.273489;0.0744324;161.46599;5.4605627;0.3359635;0.28813696;0.7080169;2041.3656;38.059555;1.6549783;0.75870967;0.14347263;66316.445;1672.2511;109.35342;28.157335;46.564487;38013.34;1159.5817;71.41965;18.696987;45.794945;1
2205.8542;46.07776;2.2191763;0.88652444;0.5228657;32.293236;1.0593282;0.1917244;0.358479;0.2636666;4850.267;134.48369;9.036268;2.371734;3.829988;198858.81;5029.249;470.1638;221.0192;899.093;1564.0544;27.235044;2.306383;0.85661024;0.88369477;1747.0035;37.216717;3.828954;1.9503473;9.2623415;5074.147;252.74797;20.260315;5.6514735;9.23516;2147.2874;60.379593;6.290613;2.7970607;8.449687;3237.567;80.881096;5.6888294;1.6091433;2.3984828;2793.8398;137.51274;11.41388;3.9477165;8.207449;526.8711;15.434796;0.9395081;0.4221114;0.54282826;18.055098;0.4360098;0.097477615;0.28129232;0.07331377;149.93556;5.5509186;0.34325346;0.29623467;0.599296;1867.4907;38.67024;1.7342868;0.79569376;0.15960951;60501.234;1679.9196;111.91642;30.235592;42.490147;35243.152;1176.7938;73.59871;19.786337;39.050438;1
2014.8584;46.236526;2.35992;0.97286;0.5238911;30.697239;1.0397048;0.17985907;0.36757544;0.23397526;4410.798;132.98877;9.210957;2.4735324;3.5738227;175305.53;4844.2065;463.86774;221.72655;739.8871;1417.123;26.958374;2.3112001;0.8499302;0.78572166;1605.5223;37.454685;3.872126;1.8826811;7.8360248;4650.7183;250.78929;20.336182;5.541989;8.034871;1982.5508;60.71276;6.425522;2.7596335;7.231418;2953.5781;79.3186;5.7548213;1.6108801;2.218148;2569.5872;136.86198;11.683122;3.932638;7.257669;480.50705;15.293346;0.93329275;0.43296042;0.5014859;16.195791;0.44920522;0.100285634;0.28978592;0.07242921;138.89075;5.566172;0.34294066;0.30220532;0.51367366;1709.4835;38.909534;1.8059344;0.8625088;0.17966056;55171.594;1660.5266;113.760056;31.262207;39.466;32663.924;1178.4188;75.44091;20.0673;34.760147;1
1836.7999;45.65597;2.346403;1.0210553;0.5106075;29.252108;1.0219115;0.16999137;0.37709734;0.2112021;4005.1304;130.30016;9.134084;2.4805455;3.278275;154510.8;4639.4316;432.78122;210.65434;600.7767;1288.4967;26.489874;2.318992;0.8614252;0.701964;1475.8552;37.123436;3.9500222;1.8511294;6.7165203;4280.9663;248.07564;20.364042;5.3566637;7.062621;1829.7557;60.130795;6.6013584;2.722987;6.267399;2690.1172;77.202995;5.797398;1.633397;2.0362656;2361.2595;135.81746;11.965819;3.9434185;6.41741;437.51526;15.043737;0.9158704;0.43995836;0.4592478;14.600353;0.46166104;0.10269497;0.29945233;0.07190353;128.64961;5.552371;0.34134966;0.30951113;0.4448103;1562.3579;38.520107;1.7740049;0.8982912;0.1966543;50241.79;1629.7439;113.60495;31.601477;36.26057;30244.117;1170.075;76.35976;20.350399;30.848019;1
1673.0394;45.340317;2.4390957;1.0256267;0.4787277;27.97652;1.0060409;0.16178821;0.38785803;0.19352977;3637.4265;128.49367;9.020366;2.4027932;2.969406;136238.86;4500.331;396.3677;191.83313;476.6561;1172.9226;25.615398;2.3055844;0.8850081;0.65146667;1354.8947;36.32962;3.9888802;1.8232414;5.8244867;3955.7976;243.3175;20.29407;5.356765;6.2638583;1686.1547;58.871616;6.7120814;2.7166266;5.4820194;2450.6394;75.98865;5.779704;1.6109638;1.8348998;2172.8462;134.88202;12.138772;3.917974;5.7036905;398.63733;14.867611;0.883454;0.44380626;0.41785368;13.2187805;0.4716196;0.10542092;0.30849934;0.07169999;119.53172;5.5391135;0.33772275;0.31706592;0.3908962;1426.1786;38.21142;1.7986648;0.9082778;0.20128508;45756.758;1608.7192;111.787094;30.047047;32.840805;28014.775;1164.1539;76.5747;19.713772;27.282688;1
1525.6849;45.00988;2.5216722;1.0338559;0.43644235;26.840015;0.9914664;0.15449333;0.39976287;0.17960401;3310.3599;126.57708;8.867854;2.3225837;2.650003;120343.15;4344.4653;373.51862;172.4327;358.89648;1067.1989;24.707594;2.2701218;0.8996258;0.6155825;1243.1053;35.681683;3.9415727;1.7668205;5.088027;3661.2869;237.42079;20.203085;5.3087354;5.621719;1553.2338;57.90976;6.7296233;2.6654863;4.821711;2237.0232;74.57686;5.6824203;1.5595434;1.6403322;2004.8519;133.17929;12.309329;3.9454398;5.1148043;364.32617;14.67058;0.8427278;0.43356305;0.3795639;12.008574;0.4836616;0.108001664;0.31975546;0.07143922;111.51821;5.501901;0.3313543;0.3245169;0.34872285;1302.7512;37.8949;1.8031688;0.92533535;0.19253562;41748.62;1584.2572;109.84701;29.15616;29.320183;25993.188;1154.8721;76.51484;19.390062;24.135855;1
1394.9575;44.34007;2.586436;1.0217652;0.38812536;25.817514;0.9778517;0.14855778;0.41192573;0.16847342;3023.5754;123.54039;8.71211;2.2249699;2.3446488;106757.27;4124.06;354.5333;150.17264;260.5078;970.2774;24.044317;2.2026536;0.8970248;0.5876616;1141.462;35.03679;3.8970177;1.7276921;4.4839478;3388.5332;231.89111;19.828823;5.303737;5.109324;1432.456;56.844868;6.739535;2.6261423;4.273712;2049.6487;72.50267;5.616865;1.5050826;1.4639179;1855.0365;130.49113;12.436658;3.964227;4.6310434;334.5312;14.355654;0.8055506;0.43225452;0.3469291;10.936381;0.4991545;0.11203784;0.32920554;0.07125395;104.42861;5.440987;0.3227619;0.33123633;0.3158979;1192.664;37.262566;1.8172101;0.9195988;0.1759259;38214.332;1545.3588;108.05153;27.770002;25.909643;24176.357;1135.4325;76.44347;18.862553;21.402824;1
1279.2745;43.351715;2.6499763;1.0226423;0.34439653;24.876688;0.96614784;0.14289528;0.42555615;0.15942611;2772.243;119.728;8.537261;2.131652;2.0866024;95340.86;3905.2754;336.17303;129.91997;199.60959;882.18054;23.209217;2.1493049;0.88828945;0.5533865;1050.3658;34.06235;3.858763;1.6845446;3.9924061;3135.0977;225.13573;19.546185;5.2405753;4.7169013;1324.1769;55.2652;6.7559166;2.58742;3.8278584;1885.0736;70.03613;5.5278845;1.4569378;1.3178899;1719.8021;126.95063;12.510571;3.989556;4.2331343;308.43045;13.954978;0.7663355;0.43029633;0.3204516;9.979013;0.5141351;0.114071734;0.34096304;0.07140423;98.08124;5.3472853;0.3144102;0.34006628;0.29008013;1095.1853;36.322716;1.8130314;0.9171964;0.15779601;35111.33;1496.4697;105.995766;26.739958;22.837585;22550.234;1107.7947;76.008484;18.508142;19.144276;1
1175.7336;42.092846;2.7037575;1.0263412;0.3100442;23.995478;0.9525895;0.1380674;0.43836895;0.15248251;2549.819;115.238945;8.320951;2.0680077;1.8854326;85685.88;3691.8906;317.99847;114.28299;152.89948;804.5272;22.103851;2.0625808;0.8627466;0.52166474;968.95;32.832623;3.7948756;1.6522322;3.5929034;2906.4836;216.32173;19.15724;5.1604576;4.381563;1226.7734;53.322685;6.723524;2.5576873;3.4661336;1737.607;67.20698;5.4174213;1.413692;1.2014365;1595.4469;122.56618;12.525044;4.0261474;3.9046037;285.23822;13.465999;0.7258586;0.43081143;0.3000443;9.119438;0.52377665;0.11774064;0.35216776;0.07175502;92.32709;5.201971;0.3047381;0.3479638;0.27020305;1008.074;35.144604;1.8023417;0.91915464;0.14516054;32337.035;1439.1321;103.41822;25.908487;20.412678;21066.14;1073.2098;75.11402;18.20349;17.339764;1
