delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
6.1422415;0.9791723;0.4700529;1.1167608;2.9726534;0.44425616;0.31236845;0.1678611;0.30369666;0.106831126;3.2192245;0.30803505;0.19267629;0.33745444;0.1717851;10.106737;1.8099133;0.30909055;1.0739684;4.103577;1.0506749;0.39050248;0.16866657;0.335237;0.17211725;4.128402;1.6042886;0.2609438;0.5012119;1.805854;3.4915023;1.4120657;0.30918452;0.6802847;0.967161;4.3481917;2.6885157;1.3539075;0.8979115;0.3276986;1.4842622;1.428269;4.255051;0.7712069;0.2757942;2.8350093;1.0036664;0.5320445;0.35835916;0.11745084;0.29507923;0.2459257;0.19285996;0.29774016;0.14325224;0.35516053;0.24912018;0.18853898;0.30691233;0.09717376;1.5194515;0.49536452;0.28335804;0.32587728;0.12960094;6.177554;0.4423997;0.24048856;0.50658107;0.5579083;8.009404;0.86619955;0.47852728;0.8044538;2.467132;34.51278;2.2799833;0.73035985;0.9829755;2.2099996;5
6.0940123;1.0285981;0.5876195;1.3532176;3.2943087;1.2695677;0.4626772;0.21911615;0.5408588;0.0849678;4.5161;0.41506755;0.2953866;0.46348456;0.15222172;27.8277;3.0472026;0.38046068;1.1282188;4.24128;1.004238;0.4919789;0.2678737;0.47480237;0.1525496;7.412345;1.7915804;0.43863726;0.61691725;1.7785548;7.819118;1.4341948;0.57408434;0.903382;0.9915078;8.193436;3.059157;1.4221907;1.1026644;0.31126782;5.3317857;1.5716577;2.5097964;1.053339;0.27253878;3.2061176;1.623221;0.5963156;0.45357457;0.09955923;0.5166036;0.29650116;0.28585723;0.4314628;0.13253248;0.34993106;0.28726566;0.24917395;0.43873993;0.08207937;2.508356;0.50570357;0.30695194;0.4795964;0.11451011;4.5868816;0.71976244;0.33443588;0.55530274;0.5775093;25.767506;0.87758195;1.0231553;0.9945974;2.6495328;74.38616;2.393931;0.29404312;1.3619254;2.563037;5
5.941218;1.0443784;0.6000184;1.3640026;3.320277;1.408484;0.48176557;0.2240075;0.56907046;0.08424788;4.613014;0.41936514;0.30368888;0.47107983;0.15068556;29.0147;2.9897087;0.38240325;1.1272781;4.245655;1.0344968;0.49717778;0.28193414;0.48638347;0.15091382;7.528924;1.8261366;0.4611703;0.6232805;1.7802593;8.097345;1.4194329;0.60918826;0.92085564;0.99217117;8.60704;3.0569878;1.4564769;1.098065;0.31005484;5.7510734;1.5418189;2.4472377;1.0744847;0.27373037;3.1619723;1.6520514;0.58996063;0.4555798;0.09961132;0.5478791;0.3014179;0.29269817;0.4433954;0.13290386;0.3656538;0.29192388;0.25445044;0.44889322;0.08214267;2.5914006;0.4923714;0.30720362;0.4906751;0.11418986;4.498986;0.75860363;0.33781695;0.55123085;0.5807249;27.390457;0.84783804;1.071907;1.0161151;2.6655483;78.116295;2.281573;0.28260377;1.3888562;2.5814915;5
5.762792;1.0629326;0.6119476;1.3725908;3.342371;1.5587746;0.5014491;0.22945657;0.59693354;0.08369374;4.69525;0.42332265;0.3110343;0.4782722;0.1491593;30.080154;2.9105167;0.38513827;1.1261501;4.246732;1.0655051;0.5029381;0.2970608;0.49797806;0.14918822;7.6044903;1.862546;0.48641336;0.6290614;1.7820442;8.34546;1.4067278;0.64622605;0.9383484;0.99199396;9.027213;3.050544;1.4904995;1.0913291;0.30925748;6.150841;1.5115741;2.4180586;1.0965598;0.27498925;3.107929;1.6744994;0.58353156;0.45673752;0.099911645;0.57900107;0.30645278;0.30064878;0.4555564;0.13340154;0.38193417;0.2964419;0.26043478;0.45874873;0.08240852;2.66626;0.4785382;0.30893633;0.50110525;0.114135124;4.3860717;0.79816127;0.3422128;0.5476836;0.5836426;28.90378;0.8305777;1.1200539;1.0369614;2.6792433;81.553185;2.1747518;0.27103552;1.4125777;2.5951421;5
5.561411;1.0840621;0.62344205;1.379068;3.3598902;1.7195442;0.52173537;0.23565234;0.62408006;0.083422974;4.761348;0.4276879;0.31925127;0.4852446;0.1478568;31.00446;2.8105109;0.38771477;1.125602;4.2445006;1.0956475;0.5092784;0.3130332;0.50936097;0.14773726;7.639533;1.8999938;0.51398367;0.63390714;1.7836765;8.560251;1.4004366;0.68407273;0.95515597;0.9913032;9.44395;3.0416732;1.523695;1.0810342;0.30912912;6.5198383;1.4818186;2.4163976;1.1187297;0.27622113;3.0462701;1.6894706;0.57733554;0.45758283;0.1003359;0.6091709;0.3111243;0.30920863;0.46716288;0.13395032;0.39842954;0.3004581;0.26660365;0.46835047;0.082765475;2.731115;0.46314782;0.31083387;0.51119316;0.114229135;4.2524505;0.83418226;0.34658623;0.5437794;0.5859367;30.269978;0.8200134;1.1672794;1.059508;2.6899776;84.61718;2.0656412;0.26459444;1.4329854;2.602724;5
5.341307;1.1068971;0.6336695;1.3829556;3.3726983;1.8892804;0.5424137;0.24231455;0.64982915;0.08319941;4.8092813;0.43226904;0.3280308;0.49239278;0.14657336;31.77193;2.692158;0.39028576;1.1255511;4.238296;1.1223105;0.5161848;0.32917693;0.5196844;0.14613548;7.633872;1.937605;0.5432846;0.6383927;1.7851182;8.752796;1.4060187;0.7210494;0.9706251;0.9893761;9.838734;3.0348206;1.5531371;1.0658542;0.308883;6.851391;1.4588358;2.432981;1.1405313;0.27755395;2.9804251;1.6967345;0.5706329;0.45824292;0.10093209;0.6375718;0.31575376;0.31799513;0.47774917;0.13465318;0.4147261;0.30414125;0.2728755;0.47700197;0.08330334;2.78439;0.44791216;0.31355706;0.51992357;0.114638284;4.1160436;0.8700658;0.3508215;0.53984636;0.58804697;31.4471;0.81593966;1.2162286;1.0809945;2.6976292;87.23376;1.9556649;0.2593501;1.4489704;2.6047087;5
5.106288;1.130856;0.6429009;1.3840517;3.3799639;2.0661688;0.56314546;0.24952346;0.6739191;0.08326935;4.838947;0.43691137;0.33786726;0.5002801;0.1456089;32.372932;2.5617528;0.3935122;1.1260769;4.2284007;1.1457763;0.5237143;0.34563702;0.5286964;0.14485803;7.589832;1.9797535;0.5724241;0.64260036;1.7863526;8.914074;1.4213642;0.7572638;0.9841015;0.9866793;10.204899;3.0289955;1.579539;1.0469381;0.30917123;7.1325245;1.4379075;2.4673395;1.1613013;0.2788089;2.9132404;1.6958841;0.5627183;0.45860964;0.10164652;0.6637759;0.3202887;0.3268212;0.4871004;0.13539608;0.43060163;0.3074041;0.27938634;0.48439005;0.08392984;2.8231528;0.43265122;0.31694153;0.52755;0.115196735;4.003276;0.9070326;0.3544716;0.53532207;0.5895463;32.397144;0.8182425;1.2651491;1.1016171;2.7019396;89.33058;1.8487728;0.25574574;1.4599968;2.6008465;5
4.8648934;1.1537683;0.6501562;1.3822123;3.3821902;2.2478626;0.5836692;0.25731266;0.6955166;0.083547644;4.852273;0.4402206;0.3480665;0.5078127;0.14513409;32.79746;2.4314346;0.39747342;1.1271025;4.2157044;1.1659343;0.5315684;0.36227563;0.53610665;0.14382567;7.5138474;2.0272546;0.6016556;0.6463528;1.787122;9.03144;1.4448612;0.7916953;0.99568975;0.9834927;10.531427;3.0285647;1.6014359;1.0246518;0.30956456;7.3548408;1.4174656;2.5165303;1.1813825;0.27993926;2.846828;1.6865367;0.5533279;0.45859733;0.10241697;0.6871589;0.32474607;0.33558348;0.49502587;0.13613293;0.44561917;0.31025204;0.28602695;0.49034163;0.084598556;2.8458135;0.41767654;0.32112485;0.53427935;0.1158186;3.9216917;0.9441909;0.35756484;0.5311179;0.5902323;33.087738;0.8259362;1.3131615;1.120022;2.7028205;90.84644;1.7476948;0.2545448;1.4656831;2.5914223;5
4.6192565;1.1780763;0.65645856;1.3770216;3.3787556;2.4313304;0.6029081;0.26540828;0.7143683;0.08420017;4.8522034;0.44276613;0.35847086;0.5155928;0.14490208;33.03823;2.3296304;0.40218008;1.1287869;4.199846;1.1821244;0.53980327;0.37863106;0.5416605;0.14307089;7.4090667;2.0815961;0.6310987;0.6487553;1.7871717;9.098335;1.4760756;0.8233014;1.0048667;0.97962403;10.806551;3.031518;1.6195337;0.9984263;0.31024775;7.5111003;1.3974473;2.577672;1.1997132;0.28091583;2.7822592;1.6688374;0.54493266;0.45796642;0.1032595;0.70706564;0.32916674;0.34377912;0.50153685;0.13686526;0.45929825;0.3126456;0.2923653;0.49485937;0.08534536;2.8521562;0.4028252;0.3255446;0.5396215;0.11647424;3.8685215;0.97873217;0.36000407;0.5263401;0.59007907;33.494617;0.83839333;1.3582112;1.1358528;2.7002463;91.73471;1.647376;0.25514448;1.4660801;2.576919;5
4.383389;1.2132367;0.6611859;1.3689377;3.3693457;2.6127248;0.6188665;0.27296963;0.7296577;0.08496277;4.838934;0.4446143;0.36911017;0.5234855;0.1449429;33.09541;2.2604477;0.4072251;1.1310798;4.1816664;1.1937534;0.54849225;0.39399645;0.5461693;0.14248866;7.2778172;2.1387794;0.6599807;0.6503419;1.7862201;9.112155;1.5143237;0.85144234;1.0118903;0.9751608;11.020142;3.0377297;1.6323091;0.9705612;0.310873;7.596381;1.3764857;2.6489315;1.2176976;0.28164375;2.7174203;1.6437094;0.53623974;0.45742944;0.10406111;0.7232709;0.33376923;0.35092553;0.5069156;0.13750196;0.4709679;0.31463596;0.2979511;0.4982696;0.086048566;2.8428793;0.387714;0.33014125;0.54392546;0.117074564;3.8415244;1.0089304;0.361784;0.52174824;0.58907413;33.60162;0.85566604;1.3998892;1.1489466;2.694439;91.957214;1.5592852;0.25729525;1.4609944;2.557994;5
4.1733384;1.251979;0.6653937;1.3575048;3.354584;2.7884283;0.63380706;0.2811441;0.74126047;0.085820936;4.815893;0.44580486;0.37981802;0.53126854;0.14518882;32.967857;2.2091267;0.41267413;1.134191;4.1618953;1.2000921;0.5578934;0.40881827;0.5491626;0.14205223;7.126826;2.1963246;0.6881109;0.65029955;1.7839451;9.067811;1.5591586;0.87531424;1.0165813;0.97034043;11.165749;3.055809;1.6376585;0.9398666;0.31136873;7.609232;1.3585637;2.7266586;1.2351367;0.2821073;2.6524048;1.6114093;0.526312;0.45607942;0.10477634;0.73517966;0.3386342;0.35770407;0.5105064;0.13798206;0.4805731;0.316612;0.3035863;0.49999398;0.08669789;2.8191755;0.37293378;0.33545503;0.5462499;0.11751057;3.841263;1.033793;0.36360848;0.51780915;0.58733463;33.39954;0.8773153;1.4372112;1.1589999;2.6857102;91.49113;1.5282346;0.26116505;1.4501573;2.5358195;5
3.9901845;1.2916001;0.671107;1.3420911;3.3356164;2.9545608;0.6468147;0.28924865;0.7489602;0.08671096;4.785474;0.44639754;0.3906875;0.53812915;0.14544936;32.662663;2.1648626;0.41825396;1.1380806;4.140777;1.2002916;0.5678024;0.42263147;0.5505237;0.14168978;6.9641376;2.2512944;0.71509176;0.64802545;1.7805245;8.961696;1.610389;0.89404273;1.0186577;0.96521425;11.238011;3.0852008;1.6349734;0.9069925;0.31182054;7.5455413;1.34271;2.8077888;1.2507035;0.28234148;2.586431;1.5706156;0.51540655;0.45444694;0.105446495;0.7420497;0.34373045;0.36373964;0.5121194;0.13834643;0.4877719;0.31845614;0.30884525;0.50007176;0.087328516;2.7823703;0.35882944;0.34094205;0.54702646;0.11784644;3.8681278;1.0530585;0.3651594;0.51377714;0.58485436;32.897194;0.9024453;1.4703524;1.1648331;2.674465;90.33478;1.5138891;0.26821133;1.4321687;2.5111804;5
3.824326;1.3333127;0.674095;1.322946;3.3132205;3.1068058;0.6568269;0.29711843;0.7523594;0.0876785;4.7497516;0.44686687;0.40076333;0.5441216;0.14599982;32.183285;2.1220844;0.42395067;1.1415933;4.1194534;1.1940831;0.5780165;0.43521032;0.5498139;0.14163391;6.7954426;2.3037646;0.7405497;0.6450484;1.7759485;8.798036;1.6659915;0.90727156;1.017751;0.96004885;11.232524;3.1254647;1.6244289;0.87272584;0.31203267;7.411374;1.3299758;2.8897011;1.2631719;0.28239903;2.5187933;1.5216087;0.5041387;0.4521449;0.106053814;0.7440641;0.34904793;0.3688838;0.51214767;0.13862558;0.4923445;0.32018423;0.3136473;0.4981837;0.08797251;2.736301;0.3447039;0.34648344;0.5461402;0.117968105;3.9225628;1.0658643;0.3676691;0.50955707;0.5819188;32.117817;0.9306153;1.4966159;1.1680046;2.6611881;88.55035;1.5045228;0.27557015;1.4080939;2.4851801;5
3.67172;1.3750914;0.6782796;1.2999203;3.2883637;3.2408214;0.6647228;0.30450186;0.75124276;0.08864614;4.7230563;0.4463238;0.41061735;0.54844207;0.14668234;31.516785;2.080499;0.42947286;1.1452304;4.098483;1.182167;0.58768994;0.4462676;0.5468046;0.14177546;6.6287327;2.3494775;0.76535547;0.6390311;1.7702096;8.575694;1.725491;0.914937;1.0135736;0.9550986;11.141969;3.1745152;1.6045195;0.83601624;0.31219628;7.2187333;1.3205385;2.9694414;1.273871;0.282229;2.4491067;1.4651514;0.4932013;0.44940746;0.10663659;0.7403979;0.35452724;0.37298036;0.51044756;0.13885997;0.49347034;0.32192904;0.31780255;0.49476263;0.08868168;2.6807363;0.33161202;0.35181975;0.54395396;0.11803538;4.002086;1.0706474;0.37036264;0.50419587;0.5785369;31.081022;0.9651362;1.5202577;1.1661657;2.646681;86.19469;1.4995893;0.2862544;1.3788792;2.4588351;5
3.5353327;1.4120464;0.6803358;1.2750008;3.2624683;3.3521225;0.67008555;0.31157;0.7450515;0.08960511;4.7004623;0.44436628;0.4190927;0.55140007;0.14754175;30.659937;2.0438323;0.4338727;1.1485064;4.078523;1.1671581;0.5969374;0.45591515;0.5414639;0.14210805;6.47082;2.3805625;0.7854293;0.63281775;1.7636818;8.29707;1.7893374;0.91537464;1.0078629;0.9504279;10.965265;3.2279549;1.5763806;0.7981165;0.31211668;6.9653006;1.3166624;3.0461864;1.2821255;0.28177702;2.3760245;1.3964669;0.48085648;0.4459674;0.10720239;0.73176086;0.36013013;0.3762223;0.50662035;0.13900176;0.49133092;0.3235825;0.32165095;0.49000794;0.089365415;2.6179397;0.31879824;0.35663515;0.540018;0.118057474;4.1101847;1.0660403;0.3735869;0.49823296;0.5751368;29.828495;1.0030713;1.5325285;1.1627257;2.6317985;83.300316;1.5032698;0.29633707;1.3448838;2.4323015;5
3.4122002;1.44683;0.68066067;1.2473532;3.2370126;3.43716;0.67417294;0.31772238;0.73504615;0.09060727;4.676034;0.44225997;0.42624032;0.55268914;0.14860323;29.629536;1.9981155;0.43636432;1.1522814;4.060432;1.1464717;0.60569096;0.4634951;0.5342108;0.1426573;6.3214593;2.403331;0.80622554;0.62421405;1.7563539;7.9583836;1.8481644;0.9109303;0.9972068;0.94643486;10.707631;3.282099;1.5402044;0.76051134;0.31191918;6.6635466;1.3166382;3.1176887;1.2881712;0.2811406;2.2995725;1.3233068;0.47006196;0.44163808;0.107671686;0.71843284;0.36577454;0.3784273;0.50084704;0.1390206;0.48626828;0.32538605;0.3246496;0.4841165;0.08998012;2.5534391;0.30697188;0.36076632;0.5347199;0.11804677;4.2500877;1.0531915;0.37840393;0.49109042;0.5719698;28.400566;1.0369248;1.546928;1.1538167;2.6163046;79.93125;1.5031487;0.30926207;1.3071067;2.4057739;5
3.2980812;1.4792061;0.6785615;1.218903;3.2131374;3.4926226;0.6772599;0.32277596;0.7213246;0.09167914;4.6485066;0.43978637;0.43178114;0.55221254;0.14990497;28.444347;1.9455311;0.4388647;1.1539383;4.044559;1.1193262;0.6134906;0.46873304;0.5247637;0.1434258;6.178927;2.4161646;0.8214032;0.61634326;1.7484297;7.5657473;1.9041035;0.90185225;0.9846871;0.94303;10.378112;3.3315005;1.497997;0.72134805;0.31172067;6.3239756;1.3189301;3.1804888;1.2914402;0.28042358;2.2196145;1.2502612;0.45891318;0.43721697;0.108079754;0.70097333;0.37129238;0.3793978;0.4930256;0.13896982;0.4783853;0.3273178;0.326683;0.4766157;0.090523206;2.489997;0.29602417;0.3638528;0.5279447;0.11792334;4.419851;1.031434;0.38450527;0.48276034;0.56921864;26.836718;1.0709614;1.5552065;1.142625;2.6011415;76.17957;1.4916571;0.32185885;1.2652966;2.3797028;5
3.1939936;1.5095336;0.6741131;1.189444;3.191814;3.5156932;0.6784016;0.3263876;0.70375633;0.092872344;4.618042;0.43711987;0.43550533;0.54975045;0.15147619;27.136286;1.8905334;0.43973017;1.1562631;4.0311646;1.0857748;0.620573;0.4711838;0.51325643;0.14444125;6.043993;2.4146328;0.83454764;0.6061699;1.7402425;7.1340623;1.959503;0.8862978;0.96838003;0.9403487;9.980534;3.3734403;1.4450499;0.68648595;0.31132352;5.9582267;1.3224546;3.2331939;1.2949055;0.27963668;2.1376863;1.175448;0.44816148;0.4317045;0.10848414;0.68011194;0.37660718;0.3787812;0.48293436;0.13886474;0.467644;0.32925722;0.32758182;0.46721625;0.09101446;2.4274533;0.2856373;0.36569926;0.518985;0.11770362;4.615112;1.0015583;0.3914919;0.47322768;0.56681716;25.182428;1.1070693;1.5589873;1.1264684;2.5865526;72.13173;1.4803206;0.33501813;1.2199947;2.3556259;5
3.0989327;1.5372933;0.667806;1.1607901;3.1727936;3.504869;0.67711395;0.32845914;0.6825071;0.094152234;4.586024;0.43409646;0.4372515;0.54517955;0.15331027;25.745256;1.8310325;0.4381832;1.1556741;4.020596;1.0474389;0.6262384;0.4704447;0.49946803;0.14570074;5.9149594;2.3974626;0.84491;0.5950954;1.731964;6.676332;2.0100973;0.8655095;0.9486694;0.93842953;9.519574;3.410053;1.3844483;0.6499471;0.3108074;5.5819592;1.3259709;3.2720134;1.2996231;0.27878678;2.0533109;1.1000013;0.43831012;0.4252602;0.1089054;0.65924937;0.3811893;0.37635207;0.47060192;0.13872498;0.45557275;0.33106166;0.32707965;0.4559658;0.09145784;2.3691664;0.27613;0.366149;0.5083341;0.11736143;4.836148;0.9634814;0.3992334;0.46278414;0.5648391;23.497877;1.1409794;1.5605549;1.1075552;2.5728025;67.91781;1.4676877;0.34884512;1.1736765;2.3336363;5
3.0126808;1.5622622;0.6593885;1.1329496;3.1566122;3.4598823;0.672877;0.32894206;0.65816665;0.09561021;4.5544257;0.43089488;0.43693024;0.53874445;0.15542768;24.285227;1.7702585;0.43360054;1.1546451;4.0125604;1.0026954;0.6298328;0.46648872;0.48384273;0.1472669;5.7923875;2.3663828;0.8521914;0.58320355;1.7239476;6.1956315;2.0527275;0.84170747;0.92465955;0.93737555;9.005621;3.4324045;1.3172038;0.6160861;0.31037542;5.195576;1.3277835;3.288957;1.3036963;0.27798814;1.9692677;1.02601;0.42971596;0.41835526;0.10931589;0.6378038;0.3851678;0.3723098;0.4566026;0.1385499;0.44234687;0.3328859;0.32517818;0.4432487;0.09184865;2.3128207;0.2674536;0.3650735;0.49618462;0.11695866;5.081522;0.9173315;0.4069926;0.45103797;0.5633978;21.90158;1.1708845;1.5602317;1.0846263;2.5600696;63.84213;1.4535956;0.36384094;1.1274523;2.313765;5
2.9309757;1.5839449;0.6501661;1.1070037;3.1432314;3.381169;0.66521;0.32774276;0.63116825;0.097276926;4.5248036;0.42770237;0.4341349;0.53059065;0.15783057;22.774185;1.7072529;0.42842287;1.1518639;4.0070944;0.95391905;0.6314279;0.45962733;0.46692154;0.14915247;5.670186;2.3223011;0.85778546;0.5715256;1.7165412;5.7051864;2.0858486;0.81330913;0.89912313;0.93712586;8.455221;3.4342933;1.24446;0.58344746;0.31007448;4.829508;1.3286341;3.2887397;1.3067096;0.2773062;1.886256;0.9545403;0.42125893;0.41114742;0.10977054;0.6174401;0.38830727;0.3667183;0.4410867;0.13843513;0.42918152;0.3345678;0.32190385;0.42930436;0.092295855;2.2591522;0.2598335;0.3623407;0.4827206;0.11657688;5.3495364;0.8644863;0.41408;0.4386986;0.5622429;20.513594;1.1960596;1.5594271;1.0602819;2.5486124;60.702316;1.4388441;0.37928128;1.0821283;2.2961476;5
2.855305;1.6025395;0.6379801;1.0821927;3.132684;3.2709122;0.65407175;0.32443336;0.60150075;0.0990899;4.4978805;0.42476988;0.42882627;0.52068764;0.16050948;21.238375;1.6402601;0.4188857;1.1478231;4.003866;0.90162706;0.6304411;0.4493926;0.44924325;0.15129222;5.5507855;2.2651823;0.85824734;0.55930686;1.7097585;5.2176566;2.10745;0.7808124;0.8711762;0.93760914;7.903764;3.4201791;1.1679147;0.555326;0.30968565;4.4818053;1.3284713;3.270449;1.3081588;0.27673304;1.8041868;0.8882567;0.41281638;0.4032486;0.11026062;0.5979107;0.39005685;0.35887474;0.42434895;0.13835424;0.41725993;0.33570203;0.3165698;0.41421843;0.09275933;2.2071607;0.25347307;0.35758078;0.4679265;0.11617878;5.636718;0.8063481;0.41995448;0.4266432;0.56149733;19.279434;1.2154192;1.5593342;1.0338626;2.5384042;58.089474;1.4229989;0.39553198;1.0401397;2.2808628;5
2.7876334;1.6180718;0.623212;1.0584584;3.1251037;3.133297;0.6396225;0.31910497;0.5698404;0.10123748;4.4754047;0.4219836;0.42113417;0.50932294;0.1635792;19.702644;1.5682796;0.4079003;1.1419663;4.0029926;0.8465857;0.62665963;0.43692353;0.43061492;0.15393595;5.4418178;2.1960425;0.852015;0.5472379;1.7039609;4.7437606;2.1159706;0.74606;0.8426508;0.93890905;7.350791;3.387427;1.0894912;0.52860725;0.30965382;4.157212;1.3261981;3.2354279;1.3079063;0.27640668;1.7249184;0.82731915;0.40402988;0.3948495;0.110930026;0.5817462;0.39042595;0.34921336;0.40667948;0.13843976;0.40836957;0.33639586;0.30952054;0.3983751;0.09338629;2.1559148;0.24885312;0.35084197;0.4523011;0.11594632;5.938926;0.74448055;0.42471892;0.41467556;0.5612013;18.139416;1.228284;1.5558589;1.007928;2.529594;55.732117;1.4062781;0.4119792;1.0027966;2.2676096;5
2.7283533;1.6302803;0.60767394;1.0370224;3.1198556;2.9735012;0.62198764;0.3119617;0.5368608;0.10385132;4.4588346;0.4192221;0.4109231;0.49711263;0.16708852;18.183273;1.4901751;0.3953318;1.1354504;4.0043926;0.7894857;0.62040913;0.42171896;0.41189545;0.15714015;5.347625;2.1187994;0.8413598;0.534548;1.6992168;4.304526;2.1100523;0.70935696;0.8139275;0.94116676;6.7893114;3.3361075;1.0128102;0.505845;0.30997455;3.8558075;1.3207113;3.183844;1.3055005;0.27641308;1.6499052;0.769438;0.3944476;0.3863626;0.11181384;0.57449985;0.3892992;0.33785492;0.3885972;0.13871789;0.40347344;0.33631116;0.3008771;0.38188806;0.094198614;2.1049967;0.24566394;0.3424796;0.43661827;0.11594881;6.250832;0.68100536;0.42751688;0.40316445;0.56127906;17.082518;1.2326356;1.5505676;0.98160696;2.5221226;53.554108;1.3903921;0.429034;0.9703042;2.25656;5
2.6762083;1.6383003;0.5901069;1.0183318;3.116989;2.7965925;0.6013799;0.3031704;0.5041358;0.106814735;4.4459157;0.4163585;0.39839935;0.48415834;0.17092861;16.693321;1.410572;0.38088956;1.1276006;4.0071454;0.7318066;0.6115277;0.4037767;0.39302284;0.16065592;5.268566;2.0344393;0.82423323;0.5222482;1.695516;3.9217274;2.0891497;0.6711302;0.78630674;0.9441712;6.23865;3.2674298;0.9369895;0.4853071;0.31093952;3.5765812;1.3121674;3.114604;1.3007296;0.27691278;1.5795342;0.7174374;0.3849756;0.37798977;0.1130037;0.5717081;0.3862882;0.32506812;0.37078154;0.13930933;0.40300092;0.3350559;0.2911185;0.36522788;0.09531118;2.0541613;0.24357788;0.33273298;0.42180032;0.11628499;6.566128;0.61764616;0.42879802;0.39137295;0.56178707;16.107027;1.2275798;1.5422277;0.95593864;2.5160394;51.544292;1.3760921;0.44617692;0.9420149;2.2473872;5
2.6304417;1.6422875;0.57230496;1.0022442;3.116581;2.609978;0.5790088;0.2930885;0.47218347;0.11008484;4.435183;0.4131641;0.3839261;0.4702496;0.17506969;15.26315;1.3298556;0.36428005;1.1192567;4.011013;0.67597264;0.5991272;0.38385528;0.3753651;0.1645047;5.2069016;1.9422374;0.8019351;0.50880414;1.6931086;3.587796;2.0531244;0.631888;0.76059467;0.9477727;5.7036295;3.1806297;0.8631025;0.46692106;0.31242678;3.3186972;1.3009379;3.0297027;1.2938001;0.27789146;1.5152194;0.67308456;0.37424713;0.36953682;0.11456079;0.5729044;0.38167903;0.311127;0.3549201;0.14021988;0.40671334;0.3330509;0.28015882;0.34990582;0.09678228;2.0036447;0.24286582;0.32206234;0.40717933;0.11702173;6.8774376;0.5550292;0.42789584;0.38071167;0.56286913;15.216881;1.21368;1.5314355;0.93219805;2.5112453;49.731205;1.3651339;0.46424317;0.92104954;2.2397661;5
2.5904863;1.640544;0.5543613;0.9882724;3.118519;2.435926;0.55462086;0.2818954;0.44154355;0.1135727;4.425982;0.40930355;0.36763343;0.45566723;0.17939816;13.928136;1.2472472;0.34597898;1.1100111;4.0156393;0.62399787;0.58359885;0.36293793;0.35895643;0.16859092;5.16572;1.8428783;0.775192;0.4949056;1.692087;3.2910054;2.0023696;0.5920456;0.73723394;0.95181996;5.198271;3.077839;0.7913919;0.45047808;0.31438532;3.0809052;1.285245;2.928693;1.2854362;0.27929184;1.4601053;0.63389707;0.36256513;0.36080796;0.116428174;0.57777655;0.37476283;0.2960202;0.3405611;0.14141256;0.41375518;0.32945228;0.26808587;0.33608335;0.098555654;1.9546695;0.24257116;0.30976456;0.39329156;0.118032455;7.175552;0.49390894;0.4244143;0.36995125;0.5644614;14.41724;1.1904867;1.5170333;0.9102115;2.5076036;48.157257;1.352015;0.48175526;0.9036649;2.2334008;5
2.5532696;1.6324563;0.5371369;0.97685766;3.1228561;2.275037;0.52930313;0.26932403;0.4129185;0.117297426;4.416796;0.4043227;0.34993935;0.4405227;0.1839653;12.697867;1.1648605;0.32609463;1.0990574;4.0207205;0.57769084;0.5655255;0.34018588;0.3438403;0.17293814;5.1420097;1.7362456;0.7453582;0.48085132;1.6924595;3.0271645;1.9377581;0.5523397;0.71541023;0.9562724;4.7266836;2.9572556;0.72406024;0.43559963;0.3168103;2.8614016;1.2661463;2.8099356;1.2759911;0.28116468;1.4142032;0.5993254;0.3505991;0.35202965;0.11863591;0.5855009;0.36545277;0.28030053;0.32750842;0.14297418;0.423667;0.32398865;0.25541887;0.32347867;0.10067719;1.9089063;0.24198481;0.2966512;0.37978077;0.119444944;7.447386;0.43669406;0.4186832;0.35995823;0.5664967;13.707791;1.1581683;1.5000206;0.89095813;2.5050273;46.811134;1.3421314;0.49907568;0.89269054;2.228797;5
