delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
6.272191;1.5558168;0.9364262;1.0358673;3.2474453;0.5625863;0.5167236;0.30743468;0.4108485;0.0875288;1.6520238;0.8999902;0.33687213;0.5019939;0.12735438;6.7413297;1.8405936;0.36235955;1.2996267;3.4033494;1.9745625;0.68428504;0.2928171;0.44334322;0.13674265;6.602153;2.2563;0.3929788;0.41807705;1.2821331;3.3373039;0.79997844;0.54223907;0.83978575;0.9043976;5.025858;1.2615846;0.62743795;0.6800561;0.29265273;2.0081885;1.6060508;2.1606355;0.36767212;0.27776355;2.5223532;0.6655801;0.54474854;0.41748363;0.10939068;0.7928529;0.49302804;0.28978336;0.39109817;0.12883817;0.64381635;0.48571053;0.28220534;0.40475616;0.088590465;1.4841626;0.49623424;0.28159776;0.4135313;0.097378746;6.5558615;1.1925975;0.44760352;0.63691616;0.466385;8.198808;0.82273316;0.6696484;0.7935783;2.4294612;34.436584;2.4147801;0.96159816;0.971641;1.9766426;5
6.0169554;1.5406584;0.94970274;1.0306985;3.251984;0.56719244;0.51596206;0.30661076;0.40434113;0.088411495;1.6505313;0.8936864;0.34089184;0.4922377;0.12751047;6.8018107;1.7882032;0.3644436;1.2982864;3.4025292;1.9771029;0.67519975;0.29285914;0.43679753;0.13730595;6.3235183;2.28534;0.40396774;0.40211487;1.281006;3.4358268;0.78337383;0.5265001;0.83740824;0.90502137;4.7283893;1.2261096;0.6446595;0.66622514;0.29205135;2.0276406;1.6154146;2.3170893;0.36238262;0.27644116;2.4572525;0.65737724;0.56236744;0.41253358;0.109233476;0.8033155;0.49242306;0.28971303;0.38316596;0.12830587;0.63995194;0.48618096;0.2821261;0.3974283;0.08818264;1.4063532;0.49978638;0.28025913;0.4039169;0.0972424;6.3340383;1.1850635;0.4549346;0.63507986;0.46691805;8.118925;0.80971605;0.65195185;0.7837878;2.4288986;33.561832;2.439117;0.9394685;0.98043466;1.9868642;5
5.756134;1.522594;0.95964855;1.028226;3.2569826;0.5724824;0.5124792;0.30391786;0.39599228;0.08926208;1.6425014;0.883396;0.3443843;0.48046416;0.12779136;6.879299;1.7411678;0.36481142;1.2901864;3.4029627;1.972444;0.6625619;0.29112825;0.42835447;0.1380065;6.0388145;2.3064706;0.41498175;0.38696623;1.2797968;3.5206313;0.7653122;0.5127349;0.8304258;0.90627134;4.4593706;1.189837;0.667761;0.64762187;0.29148725;2.044681;1.6196654;2.4931297;0.35609794;0.2753696;2.404488;0.6471822;0.58087283;0.40608987;0.10904183;0.813062;0.48902613;0.2882684;0.37340373;0.12784085;0.6364925;0.48387754;0.28051263;0.38834193;0.087770015;1.3368535;0.49852407;0.27809775;0.39161247;0.09718627;6.087492;1.1738385;0.46149293;0.63126415;0.4674827;8.008725;0.79759073;0.64378613;0.77026916;2.4297516;32.65608;2.4664686;0.9219893;0.9829034;1.9980656;5
5.4902005;1.5000643;0.9667547;1.0275582;3.2622857;0.5778781;0.5058229;0.30000147;0.38588187;0.09013631;1.6271111;0.86829853;0.34696347;0.46618897;0.12830925;6.9762278;1.694258;0.36502862;1.2784933;3.4039056;1.9597831;0.6460339;0.28779528;0.41789755;0.13893208;5.746036;2.318518;0.42606026;0.37256992;1.2784921;3.5895264;0.74518484;0.49642044;0.8207824;0.90769124;4.2193627;1.157533;0.692585;0.6281263;0.29082614;2.0594554;1.6191356;2.6879473;0.34997204;0.27444723;2.365044;0.6340697;0.6003071;0.39795843;0.10883442;0.8215121;0.48256713;0.28554136;0.36247993;0.12745444;0.6327415;0.47839767;0.2775415;0.37782663;0.087363996;1.2733841;0.4929669;0.27522343;0.37858763;0.09720588;5.818912;1.1580577;0.46695337;0.62494904;0.4680029;7.8618093;0.7805501;0.6331814;0.7570493;2.431492;31.691078;2.4761899;0.8977857;0.98912495;2.0092463;5
5.227548;1.4733045;0.97081524;1.0288861;3.2672493;0.58315;0.496432;0.29479733;0.37413764;0.09099715;1.6048329;0.84788245;0.34852412;0.45005268;0.1289624;7.09314;1.6508205;0.36432776;1.2621884;3.4047754;1.9396825;0.62543947;0.2830191;0.4056296;0.13998593;5.455068;2.3204653;0.43836173;0.35849535;1.2770131;3.642009;0.7263147;0.48023957;0.807085;0.90910274;4.011424;1.1349763;0.7229319;0.6063548;0.29020637;2.072423;1.6162609;2.901494;0.34412473;0.273696;2.341892;0.6178632;0.62067515;0.388355;0.10863116;0.82844675;0.47346058;0.2814361;0.35023248;0.12713496;0.6284468;0.47014758;0.2731849;0.3659596;0.086951494;1.2269177;0.4878314;0.27125663;0.3637916;0.09746185;5.540044;1.1376944;0.47091517;0.616538;0.4685198;7.6819444;0.7627729;0.6249337;0.7434652;2.4334078;30.686495;2.4865766;0.8866071;0.9927426;2.0204113;5
4.9791527;1.4465891;0.9722055;1.032747;3.270811;0.58742774;0.4860385;0.28803617;0.36123878;0.09188914;1.5731487;0.8234965;0.34895426;0.43252558;0.12978278;7.22023;1.6073053;0.3638234;1.2411722;3.4053404;1.9133515;0.6037283;0.27677992;0.39189386;0.14122625;5.176174;2.3133454;0.44869435;0.34608757;1.2751778;3.6768003;0.70928466;0.4646142;0.7900677;0.91061467;3.83636;1.120659;0.7586281;0.5851445;0.28954765;2.0857203;1.6090053;3.1349757;0.3392108;0.27295884;2.3362265;0.59864247;0.64149946;0.3777194;0.108393095;0.8334758;0.46308905;0.2758081;0.33720642;0.12679674;0.62278366;0.46038616;0.26750302;0.35319436;0.08644981;1.2194488;0.4821999;0.26549655;0.3494422;0.097586125;5.269365;1.1137712;0.47237816;0.6062007;0.46867278;7.473686;0.747653;0.6155288;0.73036224;2.4348826;29.663527;2.507121;0.87249523;1.0015433;2.0302224;5
4.750419;1.4163363;0.9731203;1.0379329;3.2726598;0.5911877;0.47306716;0.28038904;0.34665388;0.09277058;1.5321102;0.7945024;0.34911448;0.41342098;0.13071406;7.34996;1.5646816;0.3599897;1.2185588;3.4053955;1.8820456;0.58036435;0.2694887;0.37664238;0.14257695;4.915869;2.294512;0.46067345;0.33342743;1.2727846;3.691264;0.69489676;0.44987762;0.77036697;0.912071;3.700875;1.1134145;0.80020654;0.5630764;0.28881475;2.098293;1.5997022;3.3878617;0.33490628;0.2723055;2.3464336;0.5753571;0.6635325;0.36616635;0.10802706;0.8367418;0.45212018;0.26906967;0.32333758;0.12645853;0.616295;0.4484617;0.2608985;0.33929935;0.08582757;1.2319363;0.47246876;0.25991994;0.33350757;0.09762687;5.023864;1.0838264;0.47333542;0.594265;0.46829122;7.239959;0.73215085;0.60637116;0.7167497;2.4360795;28.609285;2.5246592;0.86069447;1.0070598;2.0386155;5
4.5436482;1.3806975;0.9694965;1.0449504;3.2729306;0.5947702;0.4575887;0.27125123;0.3314768;0.09366324;1.5108061;0.7596411;0.34738123;0.394682;0.13160023;7.4773583;1.5229415;0.3557702;1.192562;3.4045727;1.8477219;0.5538256;0.2604695;0.36096463;0.14399005;4.6777534;2.2644913;0.4727383;0.32308358;1.2696586;3.6857073;0.68398094;0.4365074;0.74837905;0.9134001;3.598298;1.1117147;0.8485005;0.5422674;0.28810653;2.1090114;1.5888952;3.6601644;0.33214808;0.27164617;2.3700113;0.5493716;0.68680245;0.35449302;0.10766856;0.8381932;0.4392338;0.26114362;0.3095891;0.1261849;0.6087715;0.43431675;0.25320235;0.32512563;0.08524732;1.2543086;0.45889425;0.25310653;0.31821787;0.09776084;4.8073735;1.0472747;0.47220576;0.58129233;0.46773753;6.979331;0.7162669;0.5985806;0.704352;2.4367704;27.512535;2.536831;0.8517989;1.0139072;2.0459054;5
4.35658;1.3463347;0.96180284;1.0539734;3.2715333;0.5974709;0.44158596;0.2615934;0.31577566;0.09462147;1.492445;0.7223164;0.34499973;0.37522694;0.1327822;7.5967216;1.4803107;0.35149404;1.1658187;3.4022481;1.8109787;0.5267594;0.25090164;0.3447088;0.14557976;4.4593596;2.2246149;0.48492485;0.3141401;1.2657934;3.656917;0.67591023;0.42415074;0.7249081;0.914332;3.5180163;1.1150128;0.9030792;0.5237514;0.28726745;2.1169224;1.5811739;3.9500003;0.33010802;0.27107868;2.4027648;0.5208935;0.71073616;0.34261027;0.10729348;0.8382723;0.42503813;0.25282747;0.29601085;0.1259795;0.6012412;0.41915414;0.2450916;0.31086034;0.08468407;1.2822464;0.44276372;0.24622537;0.30333722;0.097928636;4.6120462;1.0057602;0.46895918;0.5675198;0.4668626;6.678397;0.69637907;0.58729315;0.6926598;2.4366164;26.383549;2.5463185;0.84706765;1.0237366;2.0516543;5
4.187975;1.3114234;0.9517258;1.0663708;3.2686996;0.6001631;0.42581618;0.25173572;0.3003399;0.09574592;1.4701039;0.6837371;0.34183234;0.3580277;0.13409424;7.702115;1.4349024;0.34568316;1.136809;3.3985353;1.7730155;0.50093;0.24089319;0.32896635;0.14731754;4.2639656;2.1737766;0.49816966;0.30748656;1.2614264;3.606653;0.6704224;0.41413462;0.7003442;0.91512305;3.4603226;1.1217456;0.9649955;0.5083657;0.28659737;2.1258247;1.5727912;4.2578316;0.3307332;0.27075714;2.4424715;0.4890383;0.735521;0.33172128;0.10699989;0.83720607;0.41064078;0.24407846;0.28342637;0.12591775;0.59370387;0.40362808;0.23652734;0.29726872;0.08427951;1.3137654;0.42410573;0.23950866;0.28952995;0.09820827;4.4395275;0.9596594;0.4643227;0.5535749;0.46590504;6.3392444;0.6692083;0.5792408;0.681628;2.435785;25.211771;2.5480247;0.8491439;1.0321207;2.0555794;5
4.0331745;1.2757485;0.9376502;1.0804462;3.2647986;0.6029943;0.41049546;0.24209437;0.285435;0.0969758;1.4417584;0.6438964;0.33843827;0.341785;0.13562104;7.787369;1.3849213;0.3387565;1.1093234;3.3931108;1.7347463;0.476082;0.23104;0.3136252;0.14922196;4.087505;2.1148496;0.51180637;0.30246946;1.2566553;3.5354826;0.6685966;0.4060425;0.6759363;0.9155004;3.4236503;1.1315024;1.0333859;0.49512178;0.2860141;2.1372283;1.5606909;4.5799484;0.33425665;0.270659;2.4868925;0.45595622;0.7603705;0.32206708;0.10672749;0.8354788;0.3962448;0.23531827;0.27183238;0.1259542;0.5867598;0.38787904;0.22776932;0.2845356;0.0839957;1.3475828;0.40368512;0.23227572;0.2770109;0.09856764;4.28704;0.9109708;0.45763797;0.54013944;0.46485326;5.966087;0.64301306;0.5702524;0.6720205;2.4342215;23.984278;2.5313482;0.8438578;1.0397364;2.0580416;5
3.8892567;1.2408543;0.91961884;1.0979341;3.2601192;0.60582596;0.39577234;0.23236533;0.2711571;0.09830864;1.4072447;0.6042553;0.3330326;0.32769543;0.13705657;7.848003;1.3309901;0.3322698;1.0814582;3.3857462;1.6964567;0.4515793;0.22024575;0.29919618;0.15109618;3.9272513;2.049001;0.52522326;0.29963148;1.2513824;3.445944;0.6694285;0.40009338;0.65113866;0.91577643;3.403127;1.1444573;1.107983;0.4839761;0.28559983;2.1498072;1.5468752;4.910364;0.34045488;0.2707097;2.5344806;0.4239115;0.78380686;0.3139255;0.106425665;0.8337227;0.381395;0.22604948;0.261442;0.12605129;0.58104026;0.3716515;0.21831343;0.27253872;0.083827235;1.3840718;0.38244027;0.22554365;0.26595017;0.09891168;4.1525264;0.8602604;0.44872335;0.5274433;0.4637355;5.6072516;0.6194744;0.56127214;0.66434455;2.432196;22.75567;2.5022209;0.8519743;1.0503455;2.059081;5
3.7549458;1.2059631;0.8980192;1.1183488;3.2550278;0.60951746;0.3825789;0.22248751;0.25853884;0.099790044;1.3702102;0.56476367;0.32708764;0.31599644;0.1385619;7.8800564;1.2738482;0.3262023;1.0565759;3.376287;1.6608466;0.42910212;0.20972255;0.2866309;0.15295403;3.784133;1.9762533;0.5379342;0.2987904;1.2458538;3.3403196;0.6720063;0.3961385;0.62680966;0.9155879;3.3982022;1.1603227;1.1884661;0.47666037;0.28531134;2.1627326;1.5316632;5.2422132;0.34956142;0.2709586;2.5848799;0.39215603;0.80607724;0.30754745;0.10609276;0.8324477;0.36764234;0.21655375;0.25302842;0.12617254;0.5772892;0.35656095;0.20856743;0.2623248;0.08374099;1.4217826;0.36223796;0.21779387;0.25671792;0.09926856;4.037336;0.8143676;0.43744752;0.5165782;0.4626377;5.411148;0.59698373;0.5529282;0.6585118;2.4296079;21.58573;2.4704776;0.85952944;1.0607716;2.0585015;5
3.627272;1.1722118;0.87424403;1.1408286;3.2498767;0.6139895;0.37090173;0.21324235;0.24786718;0.10129058;1.3327416;0.52638185;0.32021523;0.30661198;0.14004172;7.8832545;1.2134116;0.3197203;1.0336994;3.3649397;1.6289217;0.40871853;0.19970462;0.27606273;0.1548105;3.6550379;1.8979735;0.5510318;0.29951826;1.2399954;3.223807;0.675757;0.39470902;0.6057538;0.9148825;3.4052541;1.179982;1.2741411;0.47307616;0.28507036;2.1740887;1.5119572;5.570792;0.3621933;0.27139637;2.6365075;0.36176047;0.82677805;0.3031803;0.105651125;0.8323099;0.35458624;0.20736009;0.2471097;0.12628032;0.5763731;0.34238344;0.1990933;0.25431287;0.08371941;1.4606075;0.34149626;0.21120705;0.24999584;0.09949996;3.9374638;0.7703015;0.42509753;0.50754035;0.4616031;5.26404;0.57538444;0.5443468;0.655768;2.4267817;20.539946;2.434781;0.87451553;1.0725867;2.0562618;5
3.5006285;1.1393713;0.84796196;1.1652464;3.2450686;0.6190312;0.36042494;0.20417148;0.23973082;0.10284355;1.3024788;0.48934555;0.31323537;0.30006692;0.14151344;7.8566256;1.1508392;0.31230783;1.0138646;3.3516955;1.6007513;0.38986495;0.18978018;0.2678719;0.15659079;3.5345736;1.8149776;0.5645241;0.30174276;1.2339878;3.1030805;0.6793375;0.39512387;0.5871324;0.9137447;3.4212406;1.2039235;1.3632122;0.47177178;0.2849004;2.1820192;1.4903132;5.8872066;0.3779243;0.27195486;2.6867437;0.33221322;0.8475867;0.30071822;0.105119266;0.83346426;0.34132317;0.19851315;0.24350145;0.12634513;0.5783203;0.32866532;0.19018042;0.24860866;0.08376703;1.5014908;0.31981725;0.20502008;0.24617603;0.09953941;3.8455727;0.72547245;0.41252077;0.50000435;0.46040457;5.135914;0.557549;0.5375405;0.65481526;2.4238145;19.654442;2.391348;0.8956712;1.084783;2.0524564;5
3.3818274;1.1075215;0.8182557;1.1894217;3.2406318;0.6250538;0.3511415;0.19546461;0.23330733;0.104330935;1.2821455;0.45440483;0.3056677;0.29485658;0.14293407;7.80031;1.0860872;0.30650148;0.9955437;3.3366468;1.5783136;0.37275505;0.18056518;0.2610819;0.15825145;3.4265482;1.7290825;0.576617;0.3058209;1.2279412;2.9756613;0.68324035;0.3973207;0.56955355;0.91237557;3.4445772;1.2321135;1.4540205;0.47174153;0.28477782;2.187556;1.4651921;6.184826;0.39559662;0.27261156;2.7352955;0.30698454;0.86447054;0.29980406;0.10479188;0.8376093;0.32828525;0.19010913;0.24176514;0.12639137;0.58497006;0.31569707;0.18172471;0.2447635;0.08388768;1.5430238;0.30030584;0.1992032;0.24422136;0.09954064;3.7638476;0.6809745;0.39770272;0.49332598;0.4593947;5.013007;0.5419769;0.5316326;0.656667;2.420945;18.919258;2.3432927;0.92219096;1.096966;2.0472982;5
3.275651;1.077354;0.78576833;1.2135677;3.2368445;0.6322142;0.34324634;0.18731408;0.22944054;0.1055907;1.2690306;0.4218555;0.29737455;0.29173118;0.1441019;7.7145705;1.0195645;0.2991699;0.98097885;3.3195796;1.5630207;0.35744268;0.171857;0.25691584;0.15953715;3.3349547;1.6413593;0.5878675;0.31179687;1.2219429;2.840505;0.68638957;0.40152425;0.5550438;0.91036654;3.471151;1.2648476;1.5453315;0.47338095;0.28457832;2.1908991;1.4383084;6.4559417;0.41575953;0.27329013;2.7827568;0.28485987;0.87758785;0.30068412;0.10453348;0.84528965;0.3153783;0.1817218;0.24249606;0.12637545;0.59687656;0.30372968;0.1734094;0.24343248;0.08395654;1.5827199;0.28290087;0.19338979;0.2445833;0.09941358;3.6966522;0.63773346;0.38083932;0.48865807;0.45844522;4.891569;0.5292057;0.52738535;0.66140646;2.4182096;18.346237;2.294627;0.95300466;1.1104472;2.041164;5
3.1813736;1.0501801;0.7506316;1.2362103;3.2336226;0.64075017;0.33670384;0.18023853;0.22769335;0.10662168;1.2609802;0.39239493;0.28773108;0.29033643;0.14493999;7.6026816;0.95309794;0.2903331;0.9681132;3.3006597;1.5544231;0.34398794;0.16416018;0.25456473;0.16044775;3.2601829;1.5548521;0.59768045;0.31909445;1.2161138;2.7071066;0.68831617;0.40769982;0.5414885;0.90776175;3.4977334;1.3018463;1.6357625;0.47570485;0.28433803;2.1928399;1.4092402;6.6948476;0.43817145;0.27386078;2.8274813;0.26660645;0.886668;0.3031455;0.10427192;0.85596114;0.30274558;0.17348236;0.24483615;0.12624918;0.6133002;0.29288453;0.16631782;0.24394609;0.08391209;1.6204765;0.26834202;0.18719928;0.24645048;0.099072136;3.643394;0.597648;0.36392525;0.48506793;0.45748472;4.7783237;0.51810634;0.525069;0.66848135;2.4151652;17.97107;2.2494218;0.9903394;1.1234684;2.0339212;5
3.1017537;1.0261469;0.714401;1.2583907;3.2305562;0.65155965;0.33116904;0.17532527;0.22774087;0.1073625;1.2568272;0.36547294;0.27714294;0.29053155;0.14542702;7.475077;0.88772804;0.2824753;0.9572326;3.2801318;1.5519857;0.33217156;0.1588727;0.2538846;0.16093335;3.2039716;1.470467;0.6061655;0.32768852;1.210449;2.586473;0.6897618;0.4152766;0.5296078;0.90445656;3.521491;1.34263;1.7225875;0.4789202;0.28397453;2.198394;1.3799813;6.8966246;0.46280956;0.27428907;2.8678234;0.25141242;0.8916692;0.30715123;0.10391981;0.86892146;0.2905331;0.16717678;0.24888286;0.12596332;0.6330989;0.2831012;0.16096391;0.24611992;0.08372894;1.6573782;0.2563951;0.18506607;0.24978222;0.09852425;3.6216;0.56078196;0.3466136;0.48255312;0.45650384;4.6826744;0.5091254;0.52639973;0.6776581;2.4118872;17.839083;2.2047715;1.028817;1.1363528;2.0257268;5
3.0381117;1.0039271;0.6747275;1.279618;3.2270956;0.6630425;0.3265788;0.17250037;0.22911981;0.10779375;1.2571886;0.34090564;0.26712427;0.29184145;0.14554992;7.3403707;0.8236889;0.2762248;0.9479474;3.2581453;1.5565447;0.32111233;0.15661457;0.25438967;0.16092049;3.168028;1.3856459;0.61272484;0.33727667;1.2047219;2.4885883;0.69037086;0.4246303;0.51880217;0.90043664;3.5389764;1.3853161;1.8039266;0.4817758;0.28341013;2.212024;1.3505679;7.055446;0.48903343;0.27446443;2.9012785;0.23899248;0.892371;0.31210843;0.1033955;0.883845;0.27835506;0.16361897;0.2540957;0.12543213;0.65579796;0.2740406;0.15717041;0.24947847;0.083369374;1.692284;0.24674998;0.18490808;0.25413263;0.09774257;3.6212792;0.52553684;0.32965115;0.48035425;0.45535442;4.6107855;0.50199234;0.52991444;0.68899953;2.4078016;17.978485;2.1622996;1.0712281;1.1484884;2.0157912;5
3.030002;0.98491806;0.6379568;1.2992438;3.2227912;0.681358;0.32300895;0.17099883;0.23181126;0.10781143;1.2625878;0.31943932;0.257461;0.29447326;0.14512926;7.2205544;0.7624966;0.27196777;0.9401592;3.2348452;1.5677966;0.31179988;0.15570974;0.25643376;0.16032062;3.1603742;1.3036077;0.6184159;0.34785852;1.1986713;2.4175835;0.68972266;0.43545777;0.50928503;0.89567196;3.5478277;1.4296079;1.8782376;0.48542956;0.2824901;2.2372844;1.3248086;7.166345;0.51667756;0.27433464;2.9274464;0.23116256;0.88862073;0.31818002;0.102661364;0.899788;0.26704428;0.16207355;0.2603691;0.124606006;0.68035537;0.2662382;0.15464419;0.25398642;0.08274341;1.7270175;0.23997504;0.18567416;0.2596011;0.09665932;3.6351986;0.4930815;0.3139183;0.47913033;0.45398;4.567287;0.4966925;0.5367851;0.70138234;2.4030247;18.392946;2.1325405;1.1180423;1.1598008;2.0046296;5
3.125235;0.97116196;0.6001853;1.316662;3.2172647;0.70190203;0.32023773;0.17076626;0.23569798;0.10726751;1.2736812;0.30072844;0.2489021;0.29810545;0.14420372;7.118956;0.7025987;0.26912758;0.93436223;3.2101932;1.5850613;0.3037942;0.1562556;0.25977716;0.15908186;3.1847062;1.2304256;0.6221693;0.35894904;1.1923654;2.3739088;0.6861197;0.44785854;0.50217664;0.8898914;3.545345;1.4745986;1.9438221;0.48941758;0.2811684;2.2672648;1.309943;7.226201;0.5453655;0.27372637;2.944989;0.22581998;0.8807594;0.3250659;0.10166462;0.9159954;0.25651592;0.16265054;0.2674565;0.12339591;0.706011;0.2594993;0.15357322;0.25937074;0.08176217;1.7622691;0.23583673;0.18720691;0.2659451;0.09521255;3.6635695;0.46551505;0.2996522;0.47827795;0.45223656;4.5571923;0.49054992;0.55268127;0.7162198;2.3970685;19.081152;2.110564;1.1713451;1.1702977;1.9916899;5
3.2659006;0.9614075;0.56365526;1.3322612;3.2099278;0.72307336;0.3179795;0.17181937;0.24056067;0.1064166;1.2911621;0.28454596;0.24152157;0.302521;0.14282945;7.027646;0.6468824;0.26650915;0.9299222;3.1850612;1.6070746;0.29652625;0.15850087;0.26409468;0.15738347;3.2367733;1.1628284;0.6240017;0.37063453;1.1858631;2.355476;0.6811927;0.46064606;0.49638903;0.8835592;3.528605;1.5183481;1.9972044;0.49311054;0.2796649;2.2987924;1.3060961;7.2347355;0.575616;0.27283087;2.954982;0.22392389;0.8685602;0.33263057;0.100485615;0.9316149;0.24670595;0.1644594;0.2751987;0.12202701;0.7319467;0.25357392;0.1546031;0.2655039;0.08069678;1.797495;0.23420711;0.18912812;0.27307326;0.09365577;3.7118208;0.4420649;0.28655136;0.47772318;0.45028904;4.587297;0.4847137;0.5714636;0.73158824;2.390146;20.03853;2.0979881;1.2179017;1.1791812;1.9775859;5
3.4291975;0.954955;0.52901053;1.3455648;3.2003562;0.743952;0.31611165;0.17652434;0.24627745;0.105185874;1.3158493;0.27096298;0.23510899;0.30771193;0.14094439;6.943704;0.59732693;0.26690543;0.9269134;3.1594357;1.632487;0.28987277;0.16275665;0.26921442;0.1551696;3.3126523;1.1035712;0.6247239;0.38245583;1.1789774;2.3553302;0.676235;0.4759578;0.4932788;0.8765511;3.4952257;1.5600381;2.0379333;0.49714088;0.27789068;2.3298445;1.3088112;7.190771;0.60642093;0.27160805;2.956403;0.22548771;0.8535203;0.34041187;0.099167116;0.94609463;0.23798878;0.1687625;0.2834436;0.12045014;0.7576041;0.24832416;0.15826496;0.27216628;0.07947993;1.8338406;0.23407419;0.19415455;0.28097558;0.09202233;3.7844734;0.42211542;0.2750916;0.47734845;0.44804516;4.665959;0.4817436;0.59092224;0.7487962;2.3817317;21.262104;2.099816;1.2686454;1.1876462;1.9620708;5
3.6067545;0.95074826;0.49660048;1.3565673;3.1881287;0.76424897;0.3146458;0.18324275;0.25278774;0.10358591;1.3490958;0.25986004;0.23085266;0.31344947;0.13869144;6.8671093;0.55254006;0.2688256;0.9252556;3.1335263;1.6601303;0.2836576;0.16859564;0.27502552;0.15250452;3.4070249;1.0499122;0.62467706;0.3944349;1.1717305;2.3667116;0.6703047;0.49253032;0.49205357;0.8688877;3.4431193;1.598072;2.065494;0.50102353;0.27584544;2.3585298;1.3155276;7.097466;0.6374664;0.27002832;2.9485145;0.22865868;0.8364962;0.34810147;0.09777846;0.95935804;0.23025833;0.17514606;0.291901;0.118809946;0.7827058;0.24378768;0.16403285;0.27911502;0.078200355;1.8746481;0.23600505;0.20005767;0.28903335;0.09033374;3.8838334;0.40527645;0.26615766;0.47686476;0.44543722;4.799363;0.48239616;0.61030275;0.76654744;2.3717127;22.740345;2.1370807;1.3212453;1.193553;1.9444765;5
3.7943017;0.94704366;0.46738592;1.3651614;3.172978;0.78387237;0.31307733;0.19113265;0.2598093;0.101639;1.3935364;0.24916515;0.22892058;0.3196428;0.1362243;6.798381;0.51176214;0.27206042;0.9251177;3.1076953;1.6889558;0.277633;0.17560454;0.28149432;0.14944148;3.514092;1.0019549;0.6225164;0.40615904;1.1642485;2.385095;0.66296184;0.51111;0.49329206;0.86070037;3.3722568;1.6306107;2.0791545;0.5050393;0.27352804;2.3847084;1.3232979;6.957123;0.6688066;0.26806864;2.9327104;0.2328485;0.816408;0.3559853;0.09621129;0.9711975;0.22327551;0.18287486;0.30050078;0.11699985;0.807041;0.23963098;0.17131215;0.2862523;0.07678839;1.9220059;0.24050392;0.20704755;0.2974831;0.08864723;4.0108213;0.3903725;0.25859183;0.47626507;0.44228524;4.9868026;0.4849391;0.62965465;0.78533447;2.3599603;24.45875;2.1906266;1.3614473;1.1990242;1.925734;5
3.987089;0.9437405;0.44067878;1.3711894;3.154651;0.8012699;0.3120236;0.19979507;0.26735035;0.099359006;1.4491082;0.24032696;0.2276203;0.32601124;0.13347672;6.7403417;0.4699381;0.2784952;0.9260538;3.0819418;1.7163762;0.27210283;0.18367213;0.28844163;0.14612317;3.6275642;0.9605551;0.6182278;0.41792703;1.1565058;2.4075842;0.6533053;0.5301256;0.4973912;0.85209405;3.2809637;1.6564263;2.0784943;0.5090916;0.27085662;2.406666;1.3328028;6.7754736;0.7002789;0.26577887;2.9107475;0.23753957;0.79403675;0.36377057;0.09465983;0.9795189;0.21755463;0.19149333;0.30906993;0.115115285;0.8288878;0.23662296;0.1796977;0.2935131;0.0753466;1.9760253;0.24713813;0.21606012;0.30607328;0.0869794;4.1604056;0.377674;0.2526437;0.4752703;0.43892783;5.225906;0.4862113;0.6465439;0.8047157;2.3460028;26.406971;2.2328146;1.4078702;1.2020103;1.9049603;5
4.179615;0.94019866;0.416356;1.3747581;3.13314;0.815832;0.31102532;0.20916362;0.27518207;0.09677188;1.5156549;0.23299947;0.22709261;0.33229247;0.1304754;6.693734;0.42846355;0.2852089;0.9281542;3.0562449;1.7403878;0.26627284;0.19217205;0.29563206;0.14254487;3.742246;0.9234431;0.6116296;0.42954534;1.1483226;2.4328804;0.6407802;0.55009484;0.50344354;0.84283483;3.1687806;1.6735741;2.0635502;0.5128973;0.26789287;2.4242232;1.3429368;6.555638;0.73172086;0.26313326;2.8910003;0.24332684;0.7690369;0.37129354;0.092990786;0.9838856;0.21223514;0.20077553;0.31756732;0.11311068;0.8475188;0.23417263;0.1889934;0.30079803;0.07382007;2.0380788;0.2546896;0.22591662;0.3149196;0.08527166;4.322078;0.36707252;0.24823634;0.47416845;0.43521443;5.5118427;0.48417774;0.6619236;0.82478917;2.3297915;28.562368;2.2621238;1.4491731;1.2047857;1.882671;5
